"","Ehf","Irf_11","Irf_7","Maf_2","NF-kappaB_2","NF-kappaB_5","NF-Y_1","NF-Y_2","NF-Y_3","Nrf-2_2","Nrf-2_3","TCF11::MafG"
"1394","","","","","","","","","ENSG00000157851","","",""
"1395","","","","","","","","","ENSG00000158055","","",""
"1396","","","","","","","","","ENSG00000158077","","",""
"1397","","","","","","","","","ENSG00000158125","","",""
"1398","","","","","","","","","ENSG00000158164","","",""
"1399","","","","","","","","","ENSG00000158195","","",""
"1400","","","","","","","","","ENSG00000158246","","",""
"1401","","","","","","","","","ENSG00000158636","","",""
"1402","","","","","","","","","ENSG00000158715","","",""
"1403","","","","","","","","","ENSG00000158716","","",""
"1404","","","","","","","","","ENSG00000158813","","",""
"1405","","","","","","","","","ENSG00000158882","","",""
"1406","","","","","","","","","ENSG00000159023","","",""
"1407","","","","","","","","","ENSG00000159131","","",""
"1408","","","","","","","","","ENSG00000159140","","",""
"1409","","","","","","","","","ENSG00000159167","","",""
"1410","","","","","","","","","ENSG00000159184","","",""
"1411","","","","","","","","","ENSG00000159199","","",""
"1412","","","","","","","","","ENSG00000159208","","",""
"1413","","","","","","","","","ENSG00000159212","","",""
"1414","","","","","","","","","ENSG00000159216","","",""
"1415","","","","","","","","","ENSG00000159261","","",""
"1416","","","","","","","","","ENSG00000159289","","",""
"1417","","","","","","","","","ENSG00000159307","","",""
"1418","","","","","","","","","ENSG00000159388","","",""
"1419","","","","","","","","","ENSG00000159399","","",""
"1420","","","","","","","","","ENSG00000159423","","",""
"1421","","","","","","","","","ENSG00000159479","","",""
"1422","","","","","","","","","ENSG00000159527","","",""
"1423","","","","","","","","","ENSG00000159556","","",""
"1424","","","","","","","","","ENSG00000159579","","",""
"1425","","","","","","","","","ENSG00000159658","","",""
"1426","","","","","","","","","ENSG00000159733","","",""
"1427","","","","","","","","","ENSG00000160014","","",""
"1428","","","","","","","","","ENSG00000160094","","",""
"1429","","","","","","","","","ENSG00000160188","","",""
"1430","","","","","","","","","ENSG00000160190","","",""
"1431","","","","","","","","","ENSG00000160226","","",""
"1432","","","","","","","","","ENSG00000160285","","",""
"1433","","","","","","","","","ENSG00000160298","","",""
"1434","","","","","","","","","ENSG00000160299","","",""
"1435","","","","","","","","","ENSG00000160307","","",""
"1436","","","","","","","","","ENSG00000160392","","",""
"1437","","","","","","","","","ENSG00000160408","","",""
"1438","","","","","","","","","ENSG00000160446","","",""
"1439","","","","","","","","","ENSG00000160471","","",""
"1440","","","","","","","","","ENSG00000160570","","",""
"1441","","","","","","","","","ENSG00000160691","","",""
"1442","","","","","","","","","ENSG00000160741","","",""
"1443","","","","","","","","","ENSG00000160752","","",""
"1444","","","","","","","","","ENSG00000160783","","",""
"1445","","","","","","","","","ENSG00000160957","","",""
"1446","","","","","","","","","ENSG00000160959","","",""
"1447","","","","","","","","","ENSG00000161021","","",""
"1448","","","","","","","","","ENSG00000161091","","",""
"1449","","","","","","","","","ENSG00000161277","","",""
"1450","","","","","","","","","ENSG00000161513","","",""
"1451","","","","","","","","","ENSG00000161547","","",""
"1452","","","","","","","","","ENSG00000161558","","",""
"1453","","","","","","","","","ENSG00000161634","","",""
"1454","","","","","","","","","ENSG00000161642","","",""
"1455","","","","","","","","","ENSG00000161800","","",""
"1456","","","","","","","","","ENSG00000161847","","",""
"1457","","","","","","","","","ENSG00000161888","","",""
"1458","","","","","","","","","ENSG00000162032","","",""
"1459","","","","","","","","","ENSG00000162063","","",""
"1460","","","","","","","","","ENSG00000162073","","",""
"1461","","","","","","","","","ENSG00000162076","","",""
"1462","","","","","","","","","ENSG00000162222","","",""
"1463","","","","","","","","","ENSG00000162236","","",""
"1464","","","","","","","","","ENSG00000162298","","",""
"1465","","","","","","","","","ENSG00000162341","","",""
"1466","","","","","","","","","ENSG00000162374","","",""
"1467","","","","","","","","","ENSG00000162521","","",""
"1468","","","","","","","","","ENSG00000162522","","",""
"1469","","","","","","","","","ENSG00000162542","","",""
"1470","","","","","","","","","ENSG00000162594","","",""
"1471","","","","","","","","","ENSG00000162598","","",""
"1472","","","","","","","","","ENSG00000162607","","",""
"1473","","","","","","","","","ENSG00000162627","","",""
"1474","","","","","","","","","ENSG00000162641","","",""
"1475","","","","","","","","","ENSG00000162643","","",""
"1476","","","","","","","","","ENSG00000162687","","",""
"1477","","","","","","","","","ENSG00000162733","","",""
"1478","","","","","","","","","ENSG00000162769","","",""
"1479","","","","","","","","","ENSG00000162783","","",""
"1480","","","","","","","","","ENSG00000162851","","",""
"1481","","","","","","","","","ENSG00000162852","","",""
"1482","","","","","","","","","ENSG00000162929","","",""
"1483","","","","","","","","","ENSG00000162981","","",""
"1484","","","","","","","","","ENSG00000163001","","",""
"1485","","","","","","","","","ENSG00000163026","","",""
"1486","","","","","","","","","ENSG00000163050","","",""
"1487","","","","","","","","","ENSG00000163081","","",""
"1488","","","","","","","","","ENSG00000163125","","",""
"1489","","","","","","","","","ENSG00000163132","","",""
"1490","","","","","","","","","ENSG00000163166","","",""
"1491","","","","","","","","","ENSG00000163214","","",""
"1492","","","","","","","","","ENSG00000163218","","",""
"1493","","","","","","","","","ENSG00000163285","","",""
"1494","","","","","","","","","ENSG00000163293","","",""
"1495","","","","","","","","","ENSG00000163346","","",""
"1496","","","","","","","","","ENSG00000163394","","",""
"1497","","","","","","","","","ENSG00000163444","","",""
"1498","","","","","","","","","ENSG00000163491","","",""
"1499","","","","","","","","","ENSG00000163492","","",""
"1500","","","","","","","","","ENSG00000163508","","",""
"1501","","","","","","","","","ENSG00000163516","","",""
"1502","","","","","","","","","ENSG00000163535","","",""
"1503","","","","","","","","","ENSG00000163617","","",""
"1504","","","","","","","","","ENSG00000163623","","",""
"1505","","","","","","","","","ENSG00000163629","","",""
"1506","","","","","","","","","ENSG00000163689","","",""
"1507","","","","","","","","","ENSG00000163703","","",""
"1508","","","","","","","","","ENSG00000163795","","",""
"1509","","","","","","","","","ENSG00000163806","","",""
"1510","","","","","","","","","ENSG00000163812","","",""
"1511","","","","","","","","","ENSG00000163946","","",""
"1512","","","","","","","","","ENSG00000163950","","",""
"1513","","","","","","","","","ENSG00000164031","","",""
"1514","","","","","","","","","ENSG00000164032","","",""
"1515","","","","","","","","","ENSG00000164045","","",""
"1516","","","","","","","","","ENSG00000164051","","",""
"1517","","","","","","","","","ENSG00000164053","","",""
"1518","","","","","","","","","ENSG00000164066","","",""
"1519","","","","","","","","","ENSG00000164093","","",""
"1520","","","","","","","","","ENSG00000164104","","",""
"1521","","","","","","","","","ENSG00000164112","","",""
"1522","","","","","","","","","ENSG00000164167","","",""
"1523","","","","","","","","","ENSG00000164168","","",""
"1524","","","","","","","","","ENSG00000164182","","",""
"1525","","","","","","","","","ENSG00000164211","","",""
"1526","","","","","","","","","ENSG00000164256","","",""
"1527","","","","","","","","","ENSG00000164287","","",""
"1528","","","","","","","","","ENSG00000164330","","",""
"1529","","","","","","","","","ENSG00000164402","","",""
"1530","","","","","","","","","ENSG00000164403","","",""
"1531","","","","","","","","","ENSG00000164434","","",""
"1532","","","","","","","","","ENSG00000164438","","",""
"1533","","","","","","","","","ENSG00000164458","","",""
"1534","","","","","","","","","ENSG00000164463","","",""
"1535","","","","","","","","","ENSG00000164508","","",""
"1536","","","","","","","","","ENSG00000164619","","",""
"1537","","","","","","","","","ENSG00000164690","","",""
"1538","","","","","","","","","ENSG00000164692","","",""
"1539","","","","","","","","","ENSG00000164740","","",""
"1540","","","","","","","","","ENSG00000164751","","",""
"1541","","","","","","","","","ENSG00000164758","","",""
"1542","","","","","","","","","ENSG00000164898","","",""
"1543","","","","","","","","","ENSG00000164904","","",""
"1544","","","","","","","","","ENSG00000164917","","",""
"1545","","","","","","","","","ENSG00000164951","","",""
"1546","","","","","","","","","ENSG00000164978","","",""
"1547","","","","","","","","","ENSG00000165006","","",""
"1548","","","","","","","","","ENSG00000165046","","",""
"1549","","","","","","","","","ENSG00000165091","","",""
"1550","","","","","","","","","ENSG00000165092","","",""
"1551","","","","","","","","","ENSG00000165115","","",""
"1552","","","","","","","","","ENSG00000165175","","",""
"1553","","","","","","","","","ENSG00000165194","","",""
"1554","","","","","","","","","ENSG00000165195","","",""
"1555","","","","","","","","","ENSG00000165209","","",""
"1556","","","","","","","","","ENSG00000165259","","",""
"1557","","","","","","","","","ENSG00000165269","","",""
"1558","","","","","","","","","ENSG00000165271","","",""
"1559","","","","","","","","","ENSG00000165280","","",""
"1560","","","","","","","","","ENSG00000165283","","",""
"1561","","","","","","","","","ENSG00000165288","","",""
"1562","","","","","","","","","ENSG00000165322","","",""
"1563","","","","","","","","","ENSG00000165383","","",""
"1564","","","","","","","","","ENSG00000165475","","",""
"1565","","","","","","","","","ENSG00000165494","","",""
"1566","","","","","","","","","ENSG00000165568","","",""
"1567","","","","","","","","","ENSG00000165617","","",""
"1568","","","","","","","","","ENSG00000165669","","",""
"1569","","","","","","","","","ENSG00000165675","","",""
"1570","","","","","","","","","ENSG00000165678","","",""
"1571","","","","","","","","","ENSG00000165724","","",""
"1572","","","","","","","","","ENSG00000165782","","",""
"1573","","","","","","","","","ENSG00000165792","","",""
"1574","","","","","","","","","ENSG00000165795","","",""
"1575","","","","","","","","","ENSG00000165807","","",""
"1576","","","","","","","","","ENSG00000165813","","",""
"1577","","","","","","","","","ENSG00000165898","","",""
"1578","","","","","","","","","ENSG00000165948","","",""
"1579","","","","","","","","","ENSG00000166037","","",""
"1580","","","","","","","","","ENSG00000166106","","",""
"1581","","","","","","","","","ENSG00000166118","","",""
"1582","","","","","","","","","ENSG00000166128","","",""
"1583","","","","","","","","","ENSG00000166159","","",""
"1584","","","","","","","","","ENSG00000166165","","",""
"1585","","","","","","","","","ENSG00000166169","","",""
"1586","","","","","","","","","ENSG00000166171","","",""
"1587","","","","","","","","","ENSG00000166246","","",""
"1588","","","","","","","","","ENSG00000166266","","",""
"1589","","","","","","","","","ENSG00000166289","","",""
"1590","","","","","","","","","ENSG00000166329","","",""
"1591","","","","","","","","","ENSG00000166432","","",""
"1592","","","","","","","","","ENSG00000166435","","",""
"1593","","","","","","","","","ENSG00000166484","","",""
"1594","","","","","","","","","ENSG00000166503","","",""
"1595","","","","","","","","","ENSG00000166507","","",""
"1596","","","","","","","","","ENSG00000166578","","",""
"1597","","","","","","","","","ENSG00000166598","","",""
"1598","","","","","","","","","ENSG00000166669","","",""
"1599","","","","","","","","","ENSG00000166710","","",""
"1600","","","","","","","","","ENSG00000166762","","",""
"1601","","","","","","","","","ENSG00000166801","","",""
"1602","","","","","","","","","ENSG00000166803","","",""
"1603","","","","","","","","","ENSG00000166816","","",""
"1604","","","","","","","","","ENSG00000166833","","",""
"1605","","","","","","","","","ENSG00000166845","","",""
"1606","","","","","","","","","ENSG00000166851","","",""
"1607","","","","","","","","","ENSG00000166881","","",""
"1608","","","","","","","","","ENSG00000166965","","",""
"1609","","","","","","","","","ENSG00000166974","","",""
"1610","","","","","","","","","ENSG00000167004","","",""
"1611","","","","","","","","","ENSG00000167014","","",""
"1612","","","","","","","","","ENSG00000167034","","",""
"1613","","","","","","","","","ENSG00000167074","","",""
"1614","","","","","","","","","ENSG00000167083","","",""
"1615","","","","","","","","","ENSG00000167103","","",""
"1616","","","","","","","","","ENSG00000167110","","",""
"1617","","","","","","","","","ENSG00000167130","","",""
"1618","","","","","","","","","ENSG00000167182","","",""
"1619","","","","","","","","","ENSG00000167208","","",""
"1620","","","","","","","","","ENSG00000167333","","",""
"1621","","","","","","","","","ENSG00000167394","","",""
"1622","","","","","","","","","ENSG00000167397","","",""
"1623","","","","","","","","","ENSG00000167461","","",""
"1624","","","","","","","","","ENSG00000167468","","",""
"1625","","","","","","","","","ENSG00000167470","","",""
"1626","","","","","","","","","ENSG00000167476","","",""
"1627","","","","","","","","","ENSG00000167508","","",""
"1628","","","","","","","","","ENSG00000167522","","",""
"1629","","","","","","","","","ENSG00000167526","","",""
"1630","","","","","","","","","ENSG00000167553","","",""
"1631","","","","","","","","","ENSG00000167565","","",""
"1632","","","","","","","","","ENSG00000167608","","",""
"1633","","","","","","","","","ENSG00000167615","","",""
"1634","","","","","","","","","ENSG00000167625","","",""
"1635","","","","","","","","","ENSG00000167646","","",""
"1636","","","","","","","","","ENSG00000167654","","",""
"1637","","","","","","","","","ENSG00000167657","","",""
"1638","","","","","","","","","ENSG00000167670","","",""
"1639","","","","","","","","","ENSG00000167674","","",""
"1640","","","","","","","","","ENSG00000167685","","",""
"1641","","","","","","","","","ENSG00000167703","","",""
"1642","","","","","","","","","ENSG00000167716","","",""
"1643","","","","","","","","","ENSG00000167767","","",""
"1644","","","","","","","","","ENSG00000167778","","",""
"1645","","","","","","","","","ENSG00000167797","","",""
"1646","","","","","","","","","ENSG00000167842","","",""
"1647","","","","","","","","","ENSG00000167900","","",""
"1648","","","","","","","","","ENSG00000167920","","",""
"1649","","","","","","","","","ENSG00000167941","","",""
"1650","","","","","","","","","ENSG00000167981","","",""
"1651","","","","","","","","","ENSG00000167995","","",""
"1652","","","","","","","","","ENSG00000167996","","",""
"1653","","","","","","","","","ENSG00000168028","","",""
"1654","","","","","","","","","ENSG00000168066","","",""
"1655","","","","","","","","","ENSG00000168096","","",""
"1656","","","","","","","","","ENSG00000168101","","",""
"1657","","","","","","","","","ENSG00000168137","","",""
"1658","","","","","","","","","ENSG00000168140","","",""
"1659","","","","","","","","","ENSG00000168148","","",""
"1660","","","","","","","","","ENSG00000168152","","",""
"1661","","","","","","","","","ENSG00000168242","","",""
"1662","","","","","","","","","ENSG00000168267","","",""
"1663","","","","","","","","","ENSG00000168393","","",""
"1664","","","","","","","","","ENSG00000168395","","",""
"1665","","","","","","","","","ENSG00000168405","","",""
"1666","","","","","","","","","ENSG00000168411","","",""
"1667","","","","","","","","","ENSG00000168439","","",""
"1668","","","","","","","","","ENSG00000168488","","",""
"1669","","","","","","","","","ENSG00000168490","","",""
"1670","","","","","","","","","ENSG00000168517","","",""
"1671","","","","","","","","","ENSG00000168530","","",""
"1672","","","","","","","","","ENSG00000168610","","",""
"1673","","","","","","","","","ENSG00000168658","","",""
"1674","","","","","","","","","ENSG00000168748","","",""
"1675","","","","","","","","","ENSG00000168763","","",""
"1676","","","","","","","","","ENSG00000168778","","",""
"1677","","","","","","","","","ENSG00000168781","","",""
"1678","","","","","","","","","ENSG00000168785","","",""
"1679","","","","","","","","","ENSG00000168795","","",""
"1680","","","","","","","","","ENSG00000168875","","",""
"1681","","","","","","","","","ENSG00000168876","","",""
"1682","","","","","","","","","ENSG00000168894","","",""
"1683","","","","","","","","","ENSG00000168899","","",""
"1684","","","","","","","","","ENSG00000168936","","",""
"1685","","","","","","","","","ENSG00000168939","","",""
"1686","","","","","","","","","ENSG00000169032","","",""
"1687","","","","","","","","","ENSG00000169047","","",""
"1688","","","","","","","","","ENSG00000169057","","",""
"1689","","","","","","","","","ENSG00000169087","","",""
"1690","","","","","","","","","ENSG00000169100","","",""
"1691","","","","","","","","","ENSG00000169184","","",""
"1692","","","","","","","","","ENSG00000169188","","",""
"1693","","","","","","","","","ENSG00000169221","","",""
"1694","","","","","","","","","ENSG00000169223","","",""
"1695","","","","","","","","","ENSG00000169245","","",""
"1696","","","","","","","","","ENSG00000169375","","",""
"1697","","","","","","","","","ENSG00000169551","","",""
"1698","","","","","","","","","ENSG00000169570","","",""
"1699","","","","","","","","","ENSG00000169607","","",""
"1700","","","","","","","","","ENSG00000169621","","",""
"1701","","","","","","","","","ENSG00000169627","","",""
"1702","","","","","","","","","ENSG00000169679","","",""
"1703","","","","","","","","","ENSG00000169683","","",""
"1704","","","","","","","","","ENSG00000169689","","",""
"1705","","","","","","","","","ENSG00000169696","","",""
"1706","","","","","","","","","ENSG00000169710","","",""
"1707","","","","","","","","","ENSG00000169714","","",""
"1708","","","","","","","","","ENSG00000169744","","",""
"1709","","","","","","","","","ENSG00000169902","","",""
"1710","","","","","","","","","ENSG00000169925","","",""
"1711","","","","","","","","","ENSG00000169946","","",""
"1712","","","","","","","","","ENSG00000169957","","",""
"1713","","","","","","","","","ENSG00000169992","","",""
"1714","","","","","","","","","ENSG00000170011","","",""
"1715","","","","","","","","","ENSG00000170088","","",""
"1716","","","","","","","","","ENSG00000170099","","",""
"1717","","","","","","","","","ENSG00000170234","","",""
"1718","","","","","","","","","ENSG00000170264","","",""
"1719","","","","","","","","","ENSG00000170312","","",""
"1720","","","","","","","","","ENSG00000170315","","",""
"1721","","","","","","","","","ENSG00000170325","","",""
"1722","","","","","","","","","ENSG00000170370","","",""
"1723","","","","","","","","","ENSG00000170385","","",""
"1724","","","","","","","","","ENSG00000170469","","",""
"1725","","","","","","","","","ENSG00000170486","","",""
"1726","","","","","","","","","ENSG00000170516","","",""
"1727","","","","","","","","","ENSG00000170558","","",""
"1728","","","","","","","","","ENSG00000170577","","",""
"1729","","","","","","","","","ENSG00000170653","","",""
"1730","","","","","","","","","ENSG00000170667","","",""
"1731","","","","","","","","","ENSG00000170748","","",""
"1732","","","","","","","","","ENSG00000170759","","",""
"1733","","","","","","","","","ENSG00000170779","","",""
"1734","","","","","","","","","ENSG00000170889","","",""
"1735","","","","","","","","","ENSG00000170950","","",""
"1736","","","","","","","","","ENSG00000171045","","",""
"1737","","","","","","","","","ENSG00000171160","","",""
"1738","","","","","","","","","ENSG00000171161","","",""
"1739","","","","","","","","","ENSG00000171219","","",""
"1740","","","","","","","","","ENSG00000171223","","",""
"1741","","","","","","","","","ENSG00000171307","","",""
"1742","","","","","","","","","ENSG00000171311","","",""
"1743","","","","","","","","","ENSG00000171320","","",""
"1744","","","","","","","","","ENSG00000171345","","",""
"1745","","","","","","","","","ENSG00000171408","","",""
"1746","","","","","","","","","ENSG00000171443","","",""
"1747","","","","","","","","","ENSG00000171448","","",""
"1748","","","","","","","","","ENSG00000171483","","",""
"1749","","","","","","","","","ENSG00000171522","","",""
"1750","","","","","","","","","ENSG00000171540","","",""
"1751","","","","","","","","","ENSG00000171552","","",""
"1752","","","","","","","","","ENSG00000171587","","",""
"1753","","","","","","","","","ENSG00000171612","","",""
"1754","","","","","","","","","ENSG00000171617","","",""
"1755","","","","","","","","","ENSG00000171631","","",""
"1756","","","","","","","","","ENSG00000171649","","",""
"1757","","","","","","","","","ENSG00000171681","","",""
"1758","","","","","","","","","ENSG00000171700","","",""
"1759","","","","","","","","","ENSG00000171735","","",""
"1760","","","","","","","","","ENSG00000171792","","",""
"1761","","","","","","","","","ENSG00000171853","","",""
"1762","","","","","","","","","ENSG00000171953","","",""
"1763","","","","","","","","","ENSG00000171956","","",""
"1764","","","","","","","","","ENSG00000171988","","",""
"1765","","","","","","","","","ENSG00000172000","","",""
"1766","","","","","","","","","ENSG00000172059","","",""
"1767","","","","","","","","","ENSG00000172139","","",""
"1768","","","","","","","","","ENSG00000172197","","",""
"1769","","","","","","","","","ENSG00000172201","","",""
"1770","","","","","","","","","ENSG00000172236","","",""
"1771","","","","","","","","","ENSG00000172238","","",""
"1772","","","","","","","","","ENSG00000172264","","",""
"1773","","","","","","","","","ENSG00000172362","","",""
"1774","","","","","","","","","ENSG00000172432","","",""
"1775","","","","","","","","","ENSG00000172602","","",""
"1776","","","","","","","","","ENSG00000172660","","",""
"1777","","","","","","","","","ENSG00000172731","","",""
"1778","","","","","","","","","ENSG00000172771","","",""
"1779","","","","","","","","","ENSG00000172775","","",""
"1780","","","","","","","","","ENSG00000172845","","",""
"1781","","","","","","","","","ENSG00000172893","","",""
"1782","","","","","","","","","ENSG00000172954","","",""
"1783","","","","","","","","","ENSG00000172969","","",""
"1784","","","","","","","","","ENSG00000172992","","",""
"1785","","","","","","","","","ENSG00000173011","","",""
"1786","","","","","","","","","ENSG00000173013","","",""
"1787","","","","","","","","","ENSG00000173093","","",""
"1788","","","","","","","","","ENSG00000173157","","",""
"1789","","","","","","","","","ENSG00000173207","","",""
"1790","","","","","","","","","ENSG00000173208","","",""
"1791","","","","","","","","","ENSG00000173226","","",""
"1792","","","","","","","","","ENSG00000173230","","",""
"1793","","","","","","","","","ENSG00000173253","","",""
"1794","","","","","","","","","ENSG00000173273","","",""
"1795","","","","","","","","","ENSG00000173275","","",""
"1796","","","","","","","","","ENSG00000173281","","",""
"1797","","","","","","","","","ENSG00000173334","","",""
"1798","","","","","","","","","ENSG00000173404","","",""
"1799","","","","","","","","","ENSG00000173456","","",""
"1800","","","","","","","","","ENSG00000173611","","",""
"1801","","","","","","","","","ENSG00000173681","","",""
"1802","","","","","","","","","ENSG00000173848","","",""
"1803","","","","","","","","","ENSG00000173933","","",""
"1804","","","","","","","","","ENSG00000174080","","",""
"1805","","","","","","","","","ENSG00000174106","","",""
"1806","","","","","","","","","ENSG00000174326","","",""
"1807","","","","","","","","","ENSG00000174437","","",""
"1808","","","","","","","","","ENSG00000174460","","",""
"1809","","","","","","","","","ENSG00000174502","","",""
"1810","","","","","","","","","ENSG00000174672","","",""
"1811","","","","","","","","","ENSG00000174695","","",""
"1812","","","","","","","","","ENSG00000175003","","",""
"1813","","","","","","","","","ENSG00000175029","","",""
"1814","","","","","","","","","ENSG00000175063","","",""
"1815","","","","","","","","","ENSG00000175087","","",""
"1816","","","","","","","","","ENSG00000175161","","",""
"1817","","","","","","","","","ENSG00000175189","","",""
"1818","","","","","","","","","ENSG00000175203","","",""
"1819","","","","","","","","","ENSG00000175215","","",""
"1820","","","","","","","","","ENSG00000175305","","",""
"1821","","","","","","","","","ENSG00000175318","","",""
"1822","","","","","","","","","ENSG00000175387","","",""
"1823","","","","","","","","","ENSG00000175390","","",""
"1824","","","","","","","","","ENSG00000175395","","",""
"1825","","","","","","","","","ENSG00000175445","","",""
"1826","","","","","","","","","ENSG00000175482","","",""
"1827","","","","","","","","","ENSG00000175567","","",""
"1828","","","","","","","","","ENSG00000175582","","",""
"1829","","","","","","","","","ENSG00000175643","","",""
"1830","","","","","","","","","ENSG00000175711","","",""
"1831","","","","","","","","","ENSG00000175727","","",""
"1832","","","","","","","","","ENSG00000175745","","",""
"1833","","","","","","","","","ENSG00000175785","","",""
"1834","","","","","","","","","ENSG00000175832","","",""
"1835","","","","","","","","","ENSG00000175868","","",""
"1836","","","","","","","","","ENSG00000175984","","",""
"1837","","","","","","","","","ENSG00000176022","","",""
"1838","","","","","","","","","ENSG00000176083","","",""
"1839","","","","","","","","","ENSG00000176115","","",""
"1840","","","","","","","","","ENSG00000176124","","",""
"1841","","","","","","","","","ENSG00000176134","","",""
"1842","","","","","","","","","ENSG00000176165","","",""
"1843","","","","","","","","","ENSG00000176171","","",""
"1844","","","","","","","","","ENSG00000176244","","",""
"1845","","","","","","","","","ENSG00000176261","","",""
"1846","","","","","","","","","ENSG00000176371","","",""
"1847","","","","","","","","","ENSG00000176406","","",""
"1848","","","","","","","","","ENSG00000176410","","",""
"1849","","","","","","","","","ENSG00000176473","","",""
"1850","","","","","","","","","ENSG00000176485","","",""
"1851","","","","","","","","","ENSG00000176542","","",""
"1852","","","","","","","","","ENSG00000176563","","",""
"1853","","","","","","","","","ENSG00000176624","","",""
"1854","","","","","","","","","ENSG00000176635","","",""
"1855","","","","","","","","","ENSG00000176678","","",""
"1856","","","","","","","","","ENSG00000176697","","",""
"1857","","","","","","","","","ENSG00000176953","","",""
"1858","","","","","","","","","ENSG00000177045","","",""
"1859","","","","","","","","","ENSG00000177181","","",""
"1860","","","","","","","","","ENSG00000177283","","",""
"1861","","","","","","","","","ENSG00000177374","","",""
"1862","","","","","","","","","ENSG00000177380","","",""
"1863","","","","","","","","","ENSG00000177414","","",""
"1864","","","","","","","","","ENSG00000177463","","",""
"1865","","","","","","","","","ENSG00000177469","","",""
"1866","","","","","","","","","ENSG00000177479","","",""
"1867","","","","","","","","","ENSG00000177576","","",""
"1868","","","","","","","","","ENSG00000177600","","",""
"1869","","","","","","","","","ENSG00000177606","","",""
"1870","","","","","","","","","ENSG00000177614","","",""
"1871","","","","","","","","","ENSG00000177679","","",""
"1872","","","","","","","","","ENSG00000177728","","",""
"1873","","","","","","","","","ENSG00000177733","","",""
"1874","","","","","","","","","ENSG00000177822","","",""
"1875","","","","","","","","","ENSG00000177854","","",""
"1876","","","","","","","","","ENSG00000178031","","",""
"1877","","","","","","","","","ENSG00000178104","","",""
"1878","","","","","","","","","ENSG00000178105","","",""
"1879","","","","","","","","","ENSG00000178403","","",""
"1880","","","","","","","","","ENSG00000178425","","",""
"1881","","","","","","","","","ENSG00000178445","","",""
"1882","","","","","","","","","ENSG00000178458","","",""
"1883","","","","","","","","","ENSG00000178568","","",""
"1884","","","","","","","","","ENSG00000178573","","",""
"1885","","","","","","","","","ENSG00000178691","","",""
"1886","","","","","","","","","ENSG00000178878","","",""
"1887","","","","","","","","","ENSG00000178997","","",""
"1888","","","","","","","","","ENSG00000178999","","",""
"1889","","","","","","","","","ENSG00000179071","","",""
"1890","","","","","","","","","ENSG00000179082","","",""
"1891","","","","","","","","","ENSG00000179094","","",""
"1892","","","","","","","","","ENSG00000179331","","",""
"1893","","","","","","","","","ENSG00000179344","","",""
"1894","","","","","","","","","ENSG00000179361","","",""
"1895","","","","","","","","","ENSG00000179387","","",""
"1896","","","","","","","","","ENSG00000179604","","",""
"1897","","","","","","","","","ENSG00000179715","","",""
"1898","","","","","","","","","ENSG00000179832","","",""
"1899","","","","","","","","","ENSG00000179862","","",""
"1900","","","","","","","","","ENSG00000179943","","",""
"1901","","","","","","","","","ENSG00000180185","","",""
"1902","","","","","","","","","ENSG00000180263","","",""
"1903","","","","","","","","","ENSG00000180269","","",""
"1904","","","","","","","","","ENSG00000180340","","",""
"1905","","","","","","","","","ENSG00000180354","","",""
"1906","","","","","","","","","ENSG00000180357","","",""
"1907","","","","","","","","","ENSG00000180386","","",""
"1908","","","","","","","","","ENSG00000180440","","",""
"1909","","","","","","","","","ENSG00000180573","","",""
"1910","","","","","","","","","ENSG00000180596","","",""
"1911","","","","","","","","","ENSG00000180660","","",""
"1912","","","","","","","","","ENSG00000180787","","",""
"1913","","","","","","","","","ENSG00000180806","","",""
"1914","","","","","","","","","ENSG00000180879","","",""
"1915","","","","","","","","","ENSG00000180998","","",""
"1916","","","","","","","","","ENSG00000180999","","",""
"1917","","","","","","","","","ENSG00000181019","","",""
"1918","","","","","","","","","ENSG00000181026","","",""
"1919","","","","","","","","","ENSG00000181035","","",""
"1920","","","","","","","","","ENSG00000181192","","",""
"1921","","","","","","","","","ENSG00000181218","","",""
"1922","","","","","","","","","ENSG00000181295","","",""
"1923","","","","","","","","","ENSG00000181315","","",""
"1924","","","","","","","","","ENSG00000181322","","",""
"1925","","","","","","","","","ENSG00000181458","","",""
"1926","","","","","","","","","ENSG00000181499","","",""
"1927","","","","","","","","","ENSG00000181588","","",""
"1928","","","","","","","","","ENSG00000181625","","",""
"1929","","","","","","","","","ENSG00000181722","","",""
"1930","","","","","","","","","ENSG00000181773","","",""
"1931","","","","","","","","","ENSG00000181827","","",""
"1932","","","","","","","","","ENSG00000181856","","",""
"1933","","","","","","","","","ENSG00000181965","","",""
"1934","","","","","","","","","ENSG00000182021","","",""
"1935","","","","","","","","","ENSG00000182108","","",""
"1936","","","","","","","","","ENSG00000182134","","",""
"1937","","","","","","","","","ENSG00000182154","","",""
"1938","","","","","","","","","ENSG00000182197","","",""
"1939","","","","","","","","","ENSG00000182220","","",""
"1940","","","","","","","","","ENSG00000182253","","",""
"1941","","","","","","","","","ENSG00000182324","","",""
"1942","","","","","","","","","ENSG00000182481","","",""
"1943","","","","","","","","","ENSG00000182500","","",""
"1944","","","","","","","","","ENSG00000182541","","",""
"1945","","","","","","","","","ENSG00000182566","","",""
"1946","","","","","","","","","ENSG00000182611","","",""
"1947","","","","","","","","","ENSG00000182628","","",""
"1948","","","","","","","","","ENSG00000182646","","",""
"1949","","","","","","","","","ENSG00000182667","","",""
