Gene,Adult.CD14+.DC,Adult.cDC1,Adult.cDC2,Fetal.CD14+.DC,Fetal.cDC1,Fetal.cDC2
LOC442711,0.6084834983,1.5336981339,1.0999239658,-0.7055995984,-0.6084834983,-0.6781716011
LOC54103,0.9819790077,0.2472727029,-0.07660756,0.07660756,-1.4195043496,-1.569748651
LOC541472,-1.284549231,-0.6343641361,-1.1377093201,0.898271809,0.7392313505,0.6343641361
LOC613037,-0.1895471373,1.4096717449,1.6644087784,-0.7209600418,0.1895471373,-0.4833347542
LOC613038,-1.4756228164,-0.3421509809,-0.7636053146,0.5749730144,0.3421509809,1.3025075397
LOC641367,-1.0705898342,-0.6125671197,-0.4942501549,0.621153491,1.6303487026,0.4942501549
LOC641518,-0.1325554162,-1.5300690466,-0.1492282272,1.0164944451,0.1325554162,1.2771535896
LOC641522,1.4680762761,-0.1991278522,1.0069686142,0.1991278522,-1.1810230055,-0.6521592728
LOC641741,-0.6893760082,-0.8767248019,-0.9216334247,0.6893760082,0.6928611125,1.4021695544
LOC641750,0.5239146911,1.3725132656,1.1808363884,-0.8188155697,-0.8041565072,-0.5239146911
LOC641768,0.3067471228,1.733488376,0.5252902168,-0.9515842858,-0.815857411,-0.3067471228
LOC641798,-0.7308894667,-0.7596201099,-0.8324821591,1.1762551644,0.7308894667,1.1718500065
LOC641808,0.9057123212,0.5216644113,0.2485505159,-0.2485505159,-1.7729779833,-0.9620483531
LOC641814,-1.5938395356,-0.0195209016,-1.3469917115,0.0195209016,0.0971419573,1.0753073707
LOC641834,1.04437483,0.3166911261,1.2347280508,-1.3130782159,-0.6876634881,-0.3166911261
LOC641958,-0.759542583,-0.2201141503,-1.6013850296,0.5688717523,1.2216287049,0.2201141503
LOC641987,-0.6524824581,-0.9509036342,-0.9525314742,0.6524824581,1.2167388885,0.9308495987
LOC641996,0.6661478047,0.532955305,0.549820509,-0.532955305,-1.4061589954,-1.4729513078
LOC642073,0.4270329437,1.4877938689,0.7338454899,-1.2870853099,-0.4270329437,-0.5070479121
LOC642076,0.005315183,2.2639979733,1.0458252263,-0.4117874092,-0.005315183,-0.0109786752
LOC642120,-1.3301292873,-0.7767325005,-0.4501115074,0.4501115074,0.5819751338,1.3738089339
LOC642165,0.3242280285,0.8485055988,0.7593040419,-1.1365097073,-0.3242280285,-1.5474531682
LOC642181,1.0711439362,0.3869013472,0.9983214465,-0.3869013472,-1.2797469989,-0.9611264531
LOC642197,-1.3577447023,-0.5034555539,-0.8811855493,0.5528036354,0.5034555539,1.2638189968
LOC642210,-1.5619705188,0.0468396794,-1.1320561076,-0.0468396794,0.5239667278,1.0923955743
LOC642236,-1.6374655032,-0.3892906573,-0.7105012886,0.9654329332,0.7973755897,0.3892906573
LOC642276,0.6473166847,1.4450317589,0.4477476245,-0.4477476245,-1.0281651331,-1.0174228899
LOC642377,0.8612022845,0.9848317553,0.6518924115,-1.2974974235,-0.6518924115,-0.8793458764
LOC642398,1.4424934855,0.5851678369,0.7344031622,-0.5851678369,-0.9411476531,-0.9094026412
LOC642403,-1.2029786348,-0.9687435444,-0.6621964204,1.0219271333,0.8419220373,0.6621964204
LOC642405,-0.6628513907,-0.5755053853,-1.1787983341,0.5755053853,0.7046716822,1.4232883437
LOC642420,-0.94264143,-0.6738348736,-0.3191006664,1.1670370511,1.5096671664,0.3191006664
LOC642447,-0.563526889,-1.0315199255,-0.2241201146,1.4305480501,1.2983652166,0.2241201146
LOC642539,-0.7567564685,-0.5067892229,-1.0652450358,0.5067892229,1.451874768,0.8414158229
LOC642567,1.0211750061,0.5634835143,0.5942638493,-0.5634835143,-1.4568734555,-0.9791715273
LOC642607,-0.8537301606,-0.5176792285,-1.2838261576,1.2833894584,0.6675818085,0.5176792285
LOC642660,-0.4065205228,-1.7500194423,-0.8495200452,0.9802811379,0.4065205228,0.4099152015
LOC642678,-0.4967648802,-0.4078616324,-0.4948683748,0.6653322027,2.0572633607,0.4078616324
LOC642771,-0.874637426,-0.9620195887,-0.5542842315,1.2943875881,0.5542842315,1.0291423507
LOC642817,-1.3710226994,-0.0310887613,-0.8178401661,0.0310887613,0.2195529169,1.5586545556
LOC642892,-2.0522827347,0.1737731584,-1.0854068082,-0.1737731584,0.3283437399,0.5446435089
LOC642935,1.0674351769,1.2218004789,0.2408949421,-0.9238079358,-1.1847961203,-0.2408949421
LOC642975,-0.84973027,-0.4980076373,-0.964982774,1.1226435234,1.2840657889,0.4980076373
LOC642981,-0.7058997698,-1.1224301147,-0.6199339916,1.355756542,0.8086857453,0.6199339916
LOC643006,-1.902375767,-0.482937249,-0.8896864529,0.5479400517,0.482937249,0.549141244
LOC643008,-0.4166140423,-1.5951953286,-0.4841180602,1.2369853585,0.4166140423,0.5949091948
LOC643012,-1.169329673,-0.4236369535,-0.7857872015,1.0560488955,1.2496039484,0.4236369535
LOC643031,-0.763666601,-1.1031896832,-0.8171890955,0.9710791178,1.0031398833,0.763666601
LOC643154,-0.5686148652,-0.4925777783,-0.1311698779,1.3324705718,0.1311698779,1.8337635104
LOC643226,-1.2181954873,-1.0369492531,-0.6575550311,0.98859558,0.7971111678,0.6575550311
LOC643227,0.401021055,0.4406458368,1.3261507129,-1.539761105,-0.401021055,-0.616376427
LOC643240,-0.7035045178,0.0270367701,-0.3969498594,-0.0270367701,2.0066789896,0.9429836738
LOC643300,-0.578716548,-0.6101705634,-0.5224594225,0.5224594225,1.2801792966,1.6093558566
LOC643318,-1.7777020861,0.1021131761,-1.3808614089,-0.1021131761,0.7739825109,0.2582076522
LOC643363,-0.6755306792,-0.4624432705,-0.1025390667,1.4307844445,1.7122051583,0.1025390667
LOC643444,-0.5733737111,-0.7558395927,-1.3454840494,1.1120721536,0.8527972651,0.5733737111
LOC643451,-1.175426832,-1.4415576078,-0.312386381,0.9720339835,0.7338938682,0.312386381
LOC643454,-0.2525948209,-1.3946440508,-0.2830207313,0.2525948209,1.5685549685,0.66164735
LOC643502,-0.5173299995,-0.7827251795,-0.7813019623,1.4714916976,1.1188965999,0.5173299995
LOC643550,0.8069497468,1.1558609234,0.2575213828,-1.2825445203,-0.2575213828,-1.1262375766
LOC643665,0.3433884384,0.6462511257,0.8147711552,-0.3433884384,-1.8486599626,-0.6726932057
LOC643672,0.2132468388,0.6020270757,1.7619715385,-1.0868776532,-0.2132468388,-0.5838439359
LOC643686,0.6073238351,0.3696066823,1.685073164,-0.6425943492,-0.3696066823,-1.0771259284
LOC643699,-1.0104495248,-0.5064973139,-0.4576238015,0.4576238015,1.5837182756,0.9909070991
LOC643714,-1.0436136174,-1.5086961719,-0.6315426005,0.6315426005,0.7281088164,0.7153896451
LOC643761,1.0206923016,0.2962531825,0.831593899,-1.5824836922,-0.7955647486,-0.2962531825
LOC643836,0.8067368851,0.0257093789,1.2272538829,-1.2368792995,-1.1546135496,-0.0257093789
LOC643888,-0.9385711075,-0.3447043686,-0.90517152,0.3447043686,1.5626188514,0.8174811674
LOC643894,-1.3005355842,-0.694489043,-0.8522477824,0.694489043,1.0110541202,0.7852395988
LOC643911,-0.601881155,-1.5208944297,-0.2888302894,0.2888302894,1.1987622084,0.8495102261
LOC643981,1.1671345806,0.6082272911,1.0319407874,-1.1157109923,-0.7770708721,-0.6082272911
LOC643986,-1.3178105173,-0.2686307911,-1.0162884544,0.2686307911,1.4322096247,0.3066515144
LOC643997,0.2460894093,1.7889100508,0.892560661,-0.3590306274,-1.0181551227,-0.2460894093
LOC644012,-0.5491910448,-1.642400657,-1.0774520715,0.6479522745,0.6684537781,0.5491910448
LOC644029,-1.6685729999,-0.1015026747,-0.8711886708,0.1015026747,0.4194212663,1.1857306688
LOC644068,0.3045568319,0.2702510698,1.3206296322,-1.5600726878,-0.2702510698,-0.8242101149
LOC644093,0.6313979146,0.8172543582,0.487403815,-0.487403815,-0.5267802857,-1.8208525182
LOC644105,-0.5476287374,-0.5945267906,-0.2191705392,1.1119834752,0.2191705392,1.8958312099
LOC644116,-1.0720456839,-0.8745064305,-0.6909947863,1.1454677883,0.9059499495,0.6909947863
LOC644162,-1.0741321086,-0.8562547361,-0.3287577034,0.3287577034,0.6613858089,1.5731797017
LOC644172,0.1558232736,0.8933731614,1.4427214056,-0.1558232736,-1.2064846249,-0.7967076391
LOC644207,-1.0302287557,-0.2250284014,-0.4234325036,0.9698524504,1.724531783,0.2250284014
LOC644246,0.8667316646,0.9413335819,0.297105842,-1.6947191025,-0.5937269229,-0.297105842
LOC644251,-0.9624065759,-0.8322441183,-0.5683987866,0.5683987866,1.0210952731,1.3198862127
LOC644256,-0.852438451,-0.8297558834,-0.461979662,1.2975588982,0.461979662,1.2664715437
LOC644265,-1.1039386736,-0.3286207386,-1.7634955745,0.3286207386,0.7137993384,0.5931121186
LOC644330,-1.5069846659,-0.0398988947,-1.3406296919,0.0398988947,0.4721803317,1.0084664291
LOC644379,-1.7862987644,-0.3522656527,-0.4366264475,0.3522656527,0.5125526394,1.0831313859
LOC644419,-1.0022563656,-0.5502650518,-0.9640434747,1.4147394936,0.5502650518,0.6795297101
LOC644447,0.6257849551,0.1467532907,0.4552563274,-2.0350085972,-0.1467532907,-0.8825846567
LOC644464,-1.6706850543,0.3497338496,-0.7765288647,-0.3497338496,0.5242202611,1.0956556574
LOC644466,0.2129635299,1.1128322808,0.727078817,-1.7325631682,-0.3924628179,-0.2129635299
LOC644491,-0.5333603997,-1.1115174905,-0.6996267666,1.1619500448,1.1848173144,0.5333603997
LOC644500,0.4475993299,0.5428102598,1.0429106007,-0.4475993299,-1.5012734147,-1.0589963352
LOC644548,-0.8130692194,-1.1810421528,-0.6254835193,1.0267357873,1.0529158359,0.6254835193
LOC644563,1.0414930638,0.1632343121,1.0946102194,-0.1632343121,-0.969843769,-1.3141065297
LOC644590,-0.1702128207,1.9122026622,1.6788840589,-0.0885670646,-0.3081825888,0.0885670646
LOC644591,-0.2833058728,-1.1127952278,-0.6695366995,1.2844641735,0.2833058728,1.2653920316
LOC644593,-0.1689989051,-0.708801304,-0.4308922236,0.1689989051,1.1638101528,1.8704514533
LOC644599,0.1952344346,0.399829973,0.6832234083,-1.5225416928,-0.1952344346,-1.6438946753
LOC644634,-0.8605459205,-0.7357404202,-0.7002725499,1.3097790719,0.7002725499,1.0589133268
LOC644641,-0.2950104821,-0.2689130806,-0.7781103012,1.2287618977,0.2689130806,1.817030924
LOC644670,-0.6071687931,-0.7679307495,-0.6771112992,0.907124177,1.6068813407,0.6071687931
LOC644679,-0.579958548,-0.5755315882,-1.3115936629,1.3872391997,0.5982774297,0.5755315882
LOC644683,-1.4893461086,-0.1133104882,-0.5443307902,1.1511756127,1.0678935899,0.1133104882
LOC644694,0.8202840206,1.4368489714,0.713310572,-0.8223421022,-0.797728133,-0.713310572
LOC644745,-0.7951421703,-0.5391641031,-1.2385824941,0.5391641031,1.278459505,0.7861083377
LOC644749,-1.7237444777,-0.309445026,-1.3978274153,0.309445026,0.631006359,0.4350655611
LOC644760,0.066046325,0.8134112109,0.9760518062,-0.066046325,-0.9367399857,-1.6109961939
LOC644763,-0.7269424468,-0.8263564269,-0.6861333569,1.3416566379,0.6861333569,1.0833967703
LOC644799,-1.0367155069,-0.7956157443,-0.9723127756,0.9383494031,0.7956157443,0.9150715828
LOC644816,-0.6668969679,-0.2140420705,-0.3166305551,0.2140420705,2.1205119162,0.6152237862
LOC644873,-1.5563725142,-1.4171286543,-0.3832725645,0.7337085012,0.4947999705,0.3832725645
LOC644877,-0.930793028,-0.7017990337,-0.6743873042,0.6743873042,1.2468854837,1.1261224891
LOC644879,0.9507706827,1.2242471772,0.5546046976,-1.2065815827,-0.5546046976,-0.7318282977
LOC644914,-2.0631574,-0.2548958126,-0.6908404893,0.2548958126,0.4218089945,0.6539596814
LOC644928,0.2254039757,1.8367361254,0.5650359336,-1.0166773796,-0.539499616,-0.2254039757
LOC644935,-1.0836953954,-0.2957024227,-0.6844685428,1.7468358692,0.3920413606,0.2957024227
LOC644936,0.3059266651,1.5393152239,1.0529143684,-1.0014201869,-0.3059266651,-0.6846283747
LOC644978,-0.588126395,-1.0018666578,-0.8476322055,0.8392049314,1.3800428715,0.588126395
LOC644986,-0.6701412893,-0.5948162787,-0.930958529,1.5131910819,0.8913158691,0.5948162787
LOC644988,1.2342779809,0.4561833467,0.9832427993,-0.9610717494,-1.0839220412,-0.4561833467
LOC645010,-1.0255249248,-0.2128236649,-1.3751801806,0.9035421163,0.2128236649,1.0855589497
LOC645100,-0.9198491514,-0.6999804861,-0.2985946257,1.1882214405,1.5052716348,0.2985946257
LOC645181,-0.941678463,-0.9573994613,-0.6974964279,1.2962208818,0.6974964279,0.739282643
LOC645320,-0.6890607651,-0.874819104,-0.3958716685,0.3958716685,1.247227193,1.4509757035
LOC645339,1.7772765742,0.3873495622,0.5191403108,-0.3873495622,-0.3950779105,-1.1051143272
LOC645385,-1.5906070499,-0.2440179517,-1.0825294416,0.2440179517,0.369558051,1.1281447611
LOC645387,-1.9971958725,-0.0355560332,-1.2730190854,0.0355560332,0.051741214,0.6786395903
LOC645410,0.4386101902,1.6851699037,1.1252427231,-0.4939531871,-0.8040583532,-0.4386101902
LOC645436,-1.2065049563,0.0306251556,-1.1523463578,-0.0306251556,0.7090694946,1.3154533689
LOC645441,-0.2093784882,-0.4977474273,-1.2652095791,1.1049345011,0.2093784882,1.3900519603
LOC645489,0.6509299865,1.7445475407,0.4736973305,-0.4736973305,-0.8922762159,-0.6415900919
LOC645490,-0.7375004434,-0.4838859187,-0.2867372371,1.7748445504,0.2867372371,1.1888573258
LOC645515,-0.8776548109,-0.4300933686,-0.4493008788,0.4300933686,1.2873164071,1.5416608106
LOC645585,0.3966772207,0.9362949421,0.9578410069,-1.2975928467,-0.3966772207,-1.1193740464
LOC645620,0.7212399085,1.689499216,-0.0032057919,0.0032057919,-0.8704298884,-0.9610703715
LOC645693,0.2675155585,1.4384267882,1.3194905905,-0.2675155585,-1.0201483198,-0.5080228181
LOC645762,0.0172073586,2.1983081375,0.7853484927,-0.0451941766,-0.6492133405,-0.0172073586
LOC645811,-1.5520379453,-0.3270997097,-1.0664115992,0.5915995477,1.0277762881,0.3270997097
LOC645869,1.0793183034,0.0828139997,1.5321950675,-1.1462229038,-0.0828139997,-0.5478858358
LOC645937,0.8153623524,0.948046943,0.5517363161,-0.5517363161,-1.46269111,-0.860412481
LOC645942,0.2995219068,0.5609899046,0.5605020685,-0.2995219068,-1.8631616401,-1.1465390193
LOC645966,-0.9057368638,-0.865834104,-0.1545199773,0.1545199773,1.3239265458,1.325892522
LOC645979,0.5259202933,1.6561597973,0.7258269869,-0.8240064411,-0.7748290061,-0.5259202933
LOC646008,-0.4981934245,-0.5412587062,-1.2770534599,1.3898510211,0.4981934245,0.8208241979
LOC646030,0.4147162312,0.7662431995,1.2764369712,-0.4147162312,-0.5741332273,-1.4525888591
LOC646046,-1.0134172934,-0.478307562,-0.870982742,1.3975129124,0.478307562,0.9132784091
LOC646057,1.1886309034,0.9738893238,0.4333093945,-0.4333093945,-0.5191257462,-1.4150549051
LOC646067,0.479751454,0.7940168642,0.9963091926,-0.5886217865,-1.6118768394,-0.479751454
LOC646103,-1.3802766467,-1.2482285433,-0.1636274643,0.7730254861,1.0033304438,0.1636274643
LOC646127,0.7249204717,0.3528703931,0.5177976516,-1.0233344729,-0.3528703931,-1.8279416159
LOC646135,-1.8429742114,0.0696766694,-1.3062570373,0.5146700528,-0.0696766694,0.5743921916
LOC646191,-1.0346970866,-0.1152460267,-1.2923755502,1.4969441494,0.228311657,0.1152460267
LOC646197,-1.355207394,-0.2796366569,-1.1513028769,0.2796366569,1.1908430562,0.5921630985
LOC646200,-1.588122342,-0.1869942296,-1.4378248091,0.1869942296,0.7051775188,0.5868527713
LOC646262,0.9445400924,1.1998001263,0.4491758288,-1.3069717139,-0.4491758288,-0.7469887392
LOC646276,0.3980296636,1.753424529,1.276029172,-0.6398623479,-0.3980296636,-0.447069701
LOC646278,-1.1144918451,0.0942355714,-1.0547305846,0.3514950452,1.585290618,-0.0942355714
LOC646282,-1.0854647571,-0.3449722944,-0.8456006144,1.0217157192,1.3635210653,0.3449722944
LOC646316,-0.9179160682,-0.6990199432,-0.7464430259,0.8247307037,0.6990199432,1.4133938615
LOC646330,1.1336074397,0.4970009233,0.9406840499,-0.4970009233,-1.3543113087,-0.708442602
LOC646366,-0.5522228607,-0.5162536847,-0.0993439245,1.3645990796,1.8133741051,0.0993439245
LOC646422,-0.9043702574,-0.9377471885,-0.2049072582,0.2742263611,0.2049072582,1.7750271759
LOC646483,-1.6024744795,0.0083791552,-1.0866281845,-0.0083791552,0.4387694603,1.1265584549
LOC646494,-0.6401116319,-0.7783487766,-0.3744156715,0.3744156715,1.4258877446,1.4174987143
LOC646531,-0.3645819624,-1.3926132512,-1.2183811041,0.667919925,0.3645819624,1.0053692279
LOC646561,-1.0053117732,-0.2886600855,-1.4980207901,0.2886600855,0.7929970147,1.0150642474
LOC646568,0.204161712,1.5805210022,0.7538066886,-1.0587904878,-0.204161712,-0.8699133927
LOC646572,-0.5321444306,-1.0636735963,-0.6132210946,0.5321444306,0.5675731172,1.6275191307
LOC646574,0.5973979128,0.7785617598,0.8595446558,-0.5973979128,-1.2062037426,-1.2657895228
LOC646713,0.7066370419,0.4114216686,0.7244952835,-1.3346354774,-1.4738230904,-0.4114216686
LOC646753,0.3538011369,1.8167889754,0.8291445268,-0.9228541476,-0.4327546186,-0.3538011369
LOC646785,0.2856591632,1.8450719343,0.5573174959,-0.2856591632,-1.0188090754,-0.4717154396
LOC646813,0.9252059003,0.2774220394,0.8595297526,-1.6574012793,-0.2774220394,-0.7549487673
LOC646848,-0.2318916687,-0.6319988523,-1.4635036822,0.2318916687,1.0245193452,1.1412138714
LOC646849,-1.0573586139,0.3825924845,-0.7183591447,-0.3825924845,0.7761626537,1.590259641
LOC646870,-1.0621247528,-0.5511925669,-0.9225631251,0.5511925669,0.9550037305,1.2278663208
LOC646909,0.513578976,1.5176583816,0.6372534423,-0.513578976,-1.081528087,-0.7796000053
LOC647006,-0.1851536358,-0.6420235497,-1.2631859954,0.1851536358,0.8360448183,1.5019484635
LOC647074,0.4151682388,1.983786586,0.8586396275,-0.5521592578,-0.475831487,-0.4151682388
LOC647104,0.4274627807,1.6973964654,1.0673700612,-0.8256404819,-0.4274627807,-0.5184709625
LOC647150,-1.0035647099,-0.2423243722,-1.4232428185,0.2423243722,0.6152471021,1.2355427726
LOC647250,-0.8944827902,-1.3389761003,-0.4785559754,1.1293395268,0.4785559754,0.8284158777
LOC647306,-0.8701833949,-1.3903019802,-0.7352554132,0.7352554132,0.7432258231,0.8644543718
LOC647322,0.5178897877,0.4747489681,1.5116223024,-0.4747489681,-0.5687466966,-1.2950366337
LOC647328,0.379200807,0.4795776488,1.6315137009,-0.9751895687,-0.379200807,-0.9360780131
LOC647340,-1.2012826876,-0.5416775401,-0.7936105033,0.9721332743,0.5416775401,1.1830088801
LOC647346,-0.4836763372,-1.0749379445,-0.9312515796,1.5005488783,0.5076879704,0.4836763372
LOC647474,-0.5930844877,-0.5701370462,-0.8019175476,0.6032312437,1.7755203356,0.5701370462
LOC647588,0.8820477312,0.1535291592,0.5466829968,-1.3449332249,-0.1535291592,-1.558757984
LOC647647,-0.9230241305,-1.3807466508,-0.1181887538,0.1181887538,0.8275918948,1.2401627199
LOC647650,-1.3174291783,-0.7961559181,-0.5194105702,1.3235431175,0.5881886146,0.5194105702
LOC647710,-1.0866492606,-0.2088183863,-1.8139740498,0.6245341337,0.6871769115,0.2088183863
LOC647711,-1.4107745882,-0.6018210562,-0.3429539833,0.3429539833,0.804282351,1.329614164
LOC647766,0.4844316375,0.8270324317,1.1440057868,-1.1593125922,-0.4844316375,-1.0989371299
LOC647832,0.2737392944,1.7953332449,0.8807887968,-0.2737392944,-0.2799900902,-1.03906941
LOC647856,-1.6605685096,0.4691475527,-0.7673763713,-0.4358376821,0.4358376821,1.0864887115
LOC647890,0.1327078542,0.8376258515,0.5233869251,-0.1327078542,-1.9588996128,-0.6373792805
LOC647960,-1.4144504984,0.4662050554,-1.0208953523,1.0456242944,0.7112027125,-0.4662050554
LOC647971,-0.8682455679,-1.5562650077,-0.5275779007,0.5275779007,0.9330450418,0.7067936446
LOC647993,-1.8232008972,-0.5986443682,-0.4292323413,0.8508047533,0.6145636886,0.4292323413
LOC648000,-1.7423599849,0.258793981,-1.2773988278,-0.258793981,0.3264277694,0.8219527394
LOC648089,-1.3165184568,-0.3791049751,-0.8635683987,0.3791049751,1.3721657055,0.5983864558
LOC648099,-1.8914820081,0.2852595847,-1.6257230995,-0.1234849347,0.1234849347,0.3064243089
LOC648123,-0.864025356,-0.4578948064,-0.7590827071,0.5891887229,1.7295754405,0.4578948064
LOC648145,-1.4284547178,-0.8095823086,-0.6439326283,0.6439326283,0.9902266408,0.7336891605
LOC648147,-0.9080439066,-0.7371167942,-0.5305862982,1.5290522692,0.5305862982,0.9151387011
LOC648210,-1.4272097071,-0.3074617998,-1.3230505576,0.3074617998,0.7601375703,0.8207548666
LOC648245,-1.018945846,-0.4672658246,-1.5216456352,0.4672658246,0.6142845793,0.9892735957
LOC648251,-0.9564476201,-0.3389909272,-0.7703332392,0.3389909272,1.7029203527,0.6544466093
LOC648370,-0.5071433537,-1.3592484183,-0.9647511359,1.026872293,0.8301715416,0.5071433537
LOC648390,-0.8186045471,-0.3348438949,-1.0608542105,1.0355178925,1.3997974329,0.3348438949
LOC648432,-0.7443526366,-0.5886913922,-0.8235395191,1.2906208088,0.5886913922,1.2518852474
LOC648548,-0.4656094961,-0.7975898886,-0.4657994066,1.8582736172,0.7491135274,0.4656094961
LOC648625,-0.6736249218,-0.8712633631,-0.8076308744,1.2595341898,0.6736249218,1.0805184645
LOC648629,0.0885949832,2.0809679518,1.1339396512,-0.5775482465,-0.1871967289,-0.0885949832
LOC648638,-1.078123398,-1.026928517,-0.3422489321,0.3422489321,0.9772001982,1.2637068376
LOC648708,1.1321239567,0.5120592891,0.1738890949,-0.7160187397,-0.1738890949,-1.7291195625
LOC648729,-2.1347952854,0.0357530941,-1.3524546286,0.1408100388,-0.0357530941,0.3292290254
LOC648738,0.9033776442,1.6419495935,0.0262437626,-0.0262437626,-1.2462498152,-0.3103578808
LOC648742,0.4924907778,1.4234334941,1.1924287375,-0.6918430694,-0.4924907778,-0.877850313
LOC648761,-0.5903707631,-0.8344151979,-0.4023288738,1.5257012185,1.2719414134,0.4023288738
LOC648771,-1.8198878507,-0.1036724988,-0.8900122558,0.1036724988,0.6449485598,0.8413956383
LOC648894,-0.5288405847,-0.8673736915,-0.8618980209,1.5608026578,0.7524522676,0.5288405847
LOC648898,-0.6878331942,-1.0006969132,-1.3879723356,0.8298079824,0.6878331942,0.7408461274
LOC648979,-0.134594127,-0.0564906001,-1.7407238293,0.0564906001,1.2378628305,0.6427151931
LOC649009,0.2989837836,1.0660747945,0.4665726507,-0.2989837836,-0.5760429158,-1.8041354006
LOC649041,0.9168552415,0.3335336103,0.973057058,-1.139823316,-0.3335336103,-1.321053892
LOC649076,-1.7530094062,0.0727516627,-0.848083521,-0.0727516627,0.4395974515,1.0928081299
LOC649094,0.3990133247,0.9729766141,0.9551610679,-0.9028614478,-0.3990133247,-1.42625345
LOC649125,4.27E-05,-1.5272474617,-0.8272218506,1.118016312,0.8693231706,-4.27E-05
LOC649150,0.406129989,1.7546906505,0.4823271966,-0.4343437165,-1.1172244509,-0.406129989
LOC649337,-0.6167645303,-0.7301684907,-1.2103499913,0.7933253666,0.6167645303,1.2705434463
LOC649355,-0.6581572761,-0.5987077487,-0.9158546209,0.5987077487,1.46760211,0.9943238906
LOC649360,-0.2671521884,-0.7989888289,-0.4194175872,1.8985788558,0.2671521884,0.9342001799
LOC649389,1.4896072422,0.3858435087,0.8183778505,-0.3858435087,-1.0104611973,-0.9045876667
LOC649397,0.6529401995,0.4428464511,1.1869032227,-0.9918027212,-1.3533623175,-0.4428464511
LOC649432,-1.2218696211,-0.399313791,-0.5262197567,0.399313791,1.3431721578,1.0885829037
LOC649466,-0.1951081851,-0.9285781455,-0.9831043989,0.3748898297,1.7205225027,0.1951081851
LOC649553,-1.0417869933,0.6145601651,-0.7309887756,-0.6145601651,1.1357012588,1.1762671058
LOC649596,-0.3376344762,-1.3612127533,-0.820381685,1.2638468201,0.8067371048,0.3376344762
LOC649620,-0.7493469028,-1.3271448213,-0.7780533995,0.7493469028,0.9609189799,0.780374163
LOC649703,-0.7286204769,-0.7192059942,-1.2252171369,0.7536164407,1.1686185684,0.7192059942
LOC649773,0.6258793359,1.3046110129,0.7418562622,-1.1343334644,-0.8238781901,-0.6258793359
LOC649775,1.1134842267,1.0606484062,0.3071119725,-1.238650047,-0.3071119725,-0.9551717014
LOC649821,-1.5593574784,0.0052498021,-1.3833075837,-0.0052498021,0.8203301655,0.6047436492
LOC649878,-1.1138726859,-0.1966524026,-1.8645309801,0.7745245042,0.391327041,0.1966524026
LOC649886,0.1686743039,1.6298274911,0.2121705287,-1.3866349443,-0.566612974,-0.1686743039
LOC649978,0.3575087463,1.5348521583,0.6369997953,-1.306273039,-0.5421446377,-0.3575087463
LOC649999,0.2219376966,1.9502272787,0.7284544561,-0.5841471271,-0.2219376966,-0.7319060934
LOC650028,-0.4802075921,-1.2887321615,-0.8276477954,1.1077507175,0.4802075921,0.9828372697
LOC650098,0.4354368634,0.9770207693,0.7117415652,-1.6109288669,-0.4354368634,-0.8083971154
LOC650111,1.5667169736,0.6680830081,0.593675764,-0.593675764,-0.6634012798,-1.003863823
LOC650147,0.6663040809,2.2303072058,0.2173106256,-0.3762646958,-0.3558202722,-0.2173106256
LOC650210,-0.8605566459,-0.5356809643,-1.5420023823,0.5356809643,1.0172402474,0.6107244788
LOC650236,-0.8524797877,-0.2851853699,-1.0110896605,1.6029355701,0.2851853699,0.7472465398
LOC650276,-1.4044089361,-0.0606331459,-1.0030226153,0.0606331459,0.8295890518,1.1638615846
LOC650298,0.3260641628,1.7563962772,0.9399455995,-1.0096976118,-0.3260641628,-0.3275650204
LOC650427,-1.4506083066,-0.4763001451,-1.022183618,0.4763001451,0.7968378349,0.9252692992
LOC650465,-1.0649032314,-0.2175034109,-1.330180599,1.2189193214,0.2175034109,0.7402014586
LOC650546,-0.5982799839,-0.9830143546,-0.8360640254,0.7567858731,1.4386393378,0.5982799839
LOC650631,-0.5013676756,-0.413167237,-0.5754669159,1.9492786331,0.413167237,0.8916486087
LOC650695,0.2825774248,0.5667078605,-0.044980568,-1.4347437955,-1.8851442821,0.044980568
LOC650698,-0.7580600152,-1.4967560291,-0.7147952049,0.7641991097,0.8101669302,0.7147952049
LOC650717,-1.2239836297,-0.5444664121,-0.650838772,1.3404082515,0.8391474245,0.5444664121
LOC650832,-0.0727476324,-1.836002257,-1.2178884189,0.7428720105,0.0727476324,0.4220326871
LOC650914,0.6990392075,0.7635790062,0.4678764036,-0.6768775219,-1.7888598175,-0.4678764036
LOC651137,-0.7213207529,-1.2935135345,-0.7685911079,0.7213207529,1.0253343175,0.8080185364
LOC651196,-0.0772845155,-0.6411614549,-1.1108417821,1.3266893939,0.0772845155,1.3088111236
LOC651198,0.0564092767,2.3147058938,0.4462537761,-0.3493737064,-0.2748228719,-0.0564092767
LOC651213,-0.8556186375,-0.9507694469,-0.5804859189,1.3940878544,0.8853480458,0.5804859189
LOC651296,-1.2037356248,-1.4713539127,-0.5126507928,0.8974871027,0.5126507928,0.5524492408
LOC651373,-0.7604335716,-0.8262567153,-0.1544046108,0.1544046108,1.0473335191,1.6762696835
LOC651565,-0.9630502287,-0.6904597884,-0.5987985196,1.5205482826,0.8005585862,0.5987985196
LOC651894,-1.658565313,-0.2209804885,-0.8266652885,0.2209804885,0.8700421527,0.8933081073
