Gene,Adult cDC2 ,Adult CD14 DC,Adult cDC1,Fetal cDC2,Fetal CD14 DC,Fetal cDC1
EPN2,7.1659060705,7.2310036594,7.2708832748,7.0683974254,7.070795912,7.094329965
EPRS,10.0091266055,10.4875128076,10.6913857571,11.2438233671,10.5888860445,11.762700077
ERBB2IP,6.8702425091,6.8408840557,6.7796989389,6.7452258029,6.6791004682,6.6994330029
ERCC8,6.6135055737,6.5694453014,6.5579880809,6.4344478935,6.4007487894,6.4551276055
EREG,8.0695574823,8.9262028026,7.2149608516,7.3295602167,7.7278208991,7.0926755311
ERH,8.8440282726,8.9783993771,9.0306761238,9.5670230217,9.2298176171,9.6886190392
ERN1,10.5657075002,11.4935356843,11.7856298224,11.7623163526,12.2847995272,12.2894410643
ERP29,11.5758735746,11.6137726108,12.2077720017,13.2189676682,13.0566247839,12.9529438705
ESD,9.1524913623,9.2210515779,9.187152576,10.1163632632,9.9750668204,9.7024025424
ESPN,6.7711024955,6.6771149977,6.656113381,6.8815914217,6.9168450886,6.87280883
ETF1,8.1799764666,8.1956555727,8.7133228774,8.8480413844,8.6314287732,8.9096219516
ETFA,8.789239037,8.8422798127,9.0763563814,9.3893323294,9.3103586361,9.2693491455
ETNK1,7.0961070297,6.9078756563,7.6990854309,7.562490164,7.6600616093,8.0019925042
EVI2A,8.2319745645,8.545844033,8.7962265093,9.7103122387,9.2563431104,9.80114115
EVI2B,9.3971756661,10.1090198506,10.3303737946,10.9647271572,11.3172880285,11.3656659821
EVL,10.988239064,10.2848015468,11.6937543627,12.7405749696,13.0916796827,13.3463222934
EWSR1,10.5123347419,10.5452006027,10.6734991068,11.0184968413,10.9884455743,11.2627599112
EXD3,7.4591672233,7.0862654903,7.3290842571,6.9471785335,6.995666955,6.8708867273
EXO1,6.7150376639,6.7456336843,6.9514706846,8.3477966015,7.3983204867,8.2836757872
EXOC8,7.1763062482,7.3105075108,7.304660704,6.743584844,6.8222995535,6.8043330392
EXOSC9,7.4350820832,7.3227592982,7.3528167442,8.2575277258,7.8294637494,7.8205476462
EYA1,6.8145623603,6.7382049263,6.8223646715,6.8778326726,6.9935706452,6.9752323096
EYA4,7.0653913631,6.6614703497,6.5613977351,6.5375499436,6.3945818082,6.4399938261
EZR,13.9420507185,13.8621332804,14.0641677382,14.7191603412,14.1622727252,14.5808839123
F11R,8.0021115267,7.3202595356,7.8965902399,7.2289413009,7.060932501,7.1415785336
FABP2,6.8188927243,6.8679575478,6.8112238698,6.6588014167,6.7425165367,6.6789653203
FABP5,6.7030133036,6.843973415,6.6076620858,6.5184341379,6.5374124846,6.6460741465
FAHD2A,9.0439597298,8.4019440828,9.1990305766,8.3000449707,8.1515243274,8.2018374053
FAM102B,8.0665900413,8.3956563642,8.2322840174,9.7026866598,9.2402069367,9.4062515304
FAM105A,7.6299182584,7.6308685786,7.9077166866,8.1946509863,8.354401994,8.6080663441
FAM108C1,10.4957712434,10.3583083107,9.1655177184,9.0581881549,8.119999006,8.6744835308
FAM109B,7.4507724187,6.9745933502,7.1257845108,6.8355191856,6.5835566763,6.6005692965
FAM110C,6.7079617381,6.7126275491,6.7180439155,6.7835796927,6.8584087536,6.9058945441
FAM115C,7.1779495233,7.4764824249,7.3212531129,6.9396971577,7.0727402862,7.0464804404
FAM117B,8.115476425,8.8007972908,9.6199097064,10.3823577424,9.3757468619,10.3994868481
FAM119A,7.1983332018,7.466996255,6.7904577989,7.8236809135,7.719555266,7.713525785
FAM119B,10.7410592795,10.6059679843,10.3324303417,9.1945569631,9.8707834928,8.7013403323
FAM120B,10.7822403469,11.2413800299,9.5086541938,9.0067040295,10.4609980014,9.3532339929
FAM123A,6.8499969318,6.8651685455,6.8458256263,6.9795296877,7.0466889621,6.9541854668
FAM124A,7.0038377256,7.4500612554,6.9668613848,6.8881590508,6.8446792302,6.9469946516
FAM125B,11.0000445732,9.1897529311,11.5728424755,8.6984545272,8.5575899908,8.9267063638
FAM12A,6.9445546213,7.0116916012,6.8836514099,6.7949490459,6.9007166669,6.74470891
FAM12B,6.9306736419,6.954739901,6.7999071941,6.7108458193,6.6742915062,6.66358279
FAM133B,6.6854287901,6.7907663742,6.9994701709,7.474481747,7.4014431459,7.4068680549
FAM134A,7.8508506168,7.6095852658,7.7912653298,7.446639799,7.4611023167,7.1815108728
FAM134C,8.6568427287,8.483947078,8.355543046,8.0297022554,8.0660090323,8.0898822315
FAM13A,7.4035109434,8.4487716407,7.6539815606,9.3736030131,9.5398312675,7.8498059249
FAM13AOS,7.2290905694,7.1600785905,7.1024422774,6.9593314501,6.9807433545,6.9467392808
FAM13C1,6.9956082657,6.924402444,6.90595699,7.1126949121,7.1998010295,7.1320974241
FAM160B2,7.9925667778,7.7713888562,7.4558912843,7.1699748028,6.98507107,7.1598073598
FAM174A,6.981718225,7.0467114574,6.9144311489,6.7904508623,6.8115454763,6.6923304519
FAM174B,6.6958195655,7.054699254,7.335086288,7.0550684464,8.6751469573,8.9834965664
FAM177B,7.0219982155,7.024737065,7.0261516836,6.7954207991,6.9520099352,6.8886719143
FAM181B,6.7590287827,6.7369351502,6.700171198,6.5687453917,6.5979116802,6.5993701893
FAM18A,10.1253219157,8.8912369398,9.8848109814,8.9146649507,7.1701850542,7.9038859335
FAM19A4,7.3572273144,7.3710804831,7.4268281266,7.1899323481,7.146147807,7.0915597253
FAM21B,7.7706474747,7.634739355,7.9133269557,7.4576906786,7.5475712881,7.331301098
FAM22B,6.8274670533,6.8204743923,6.9100331346,6.9163272928,7.0397356878,7.0364577484
FAM24A,6.8263707563,6.84503523,6.7665718733,6.9678946878,6.9743815881,6.9223873806
FAM25A,6.9038591536,6.9446919804,6.8858457668,6.7759978278,6.853602378,6.7513123765
FAM38A,11.4201214478,11.0132933603,11.341834774,10.4909787951,10.1330930391,10.370327712
FAM39DP,11.3005574188,11.1671310982,10.7385442248,9.799513708,10.1102322143,9.9635460825
FAM39E,13.668397729,13.6973099191,13.1204758593,12.5950333627,12.9964622057,12.753836805
FAM3A,11.2045462675,11.135144548,10.5514061545,9.8670051872,10.0613077143,9.6981008029
FAM40B,7.2375497239,7.0453439519,7.0426842124,6.8225912873,6.9209289436,6.8610529126
FAM45B,7.0729768202,7.0485358962,7.0781870803,7.2625548477,7.3178802676,7.2681189236
FAM46A,10.8032260521,11.4579799154,10.1430095874,12.2626209617,12.4791363849,11.9499498974
FAM49A,11.6905714175,11.2012897578,11.4402083176,10.8437086577,11.0895264686,10.4197846717
FAM50A,13.0149798778,13.0639166203,12.503680848,12.4774449697,12.6390829949,11.9303832968
FAM54B,8.2650513434,8.1771652416,8.0962058868,7.8170663037,7.6953941699,7.5322626602
FAM60A,8.2275266947,7.4241457158,9.1072608543,7.5268800447,6.8735434762,7.359301109
FAM62B,12.394524117,12.0351744119,12.3748086427,11.782168653,11.0759952865,10.8127726066
FAM72D,6.8950787151,6.7997378595,6.7920955916,7.0499099105,6.92169857,7.0328156934
FAM73B,7.8764598954,7.4021038831,7.5169759232,7.0387772682,6.9496214996,6.9087324569
FAM75C1,7.3734295192,7.3481898427,7.7874341259,7.9161020402,7.8935086129,7.6376445744
FAM83C,6.8560482242,6.8122644887,6.8209697887,7.0329815292,7.0940049162,7.1391795523
FAM83D,6.6810846899,6.5481290501,6.7645831982,8.1896001617,6.9787853599,8.0147538846
FAM89B,10.5664641204,9.7656215147,10.6597661293,9.6036066502,9.2155110685,9.7939755779
FAM90A16,6.8820060224,6.851739201,6.8679150743,7.1082540624,6.881175855,7.0978769811
FAM90A17,6.9253882519,6.8740636048,6.9216443114,6.7651104877,6.8073292975,6.73641158
FAM96B,11.7410947828,11.7648754873,11.3438207281,10.8802955836,11.1551004996,11.095996138
FANCE,7.2549305218,7.7684891876,8.5524781486,9.6786895434,9.1533223908,9.2269583562
FANK1,7.0732866498,7.0492936236,6.9599463465,6.8549097822,6.8291723794,6.7921214301
FARSA,7.7169836759,7.8504803829,7.8345595131,7.5356157975,7.2852942965,7.199385281
FASLG,6.522930156,6.4132354467,6.4729394517,6.680280305,6.687559051,6.7409137264
FBLN1,7.9510213,8.2764757184,7.3479553724,9.7913672068,8.9691765672,9.438079222
FBLN2,8.6314614515,7.643351688,8.4537135285,9.6627115983,8.7860661899,9.7231266009
FBLN7,7.8345613553,7.9444884164,7.4372960277,6.8422417398,7.0793819771,6.812087389
FBN2,7.2149337623,7.4396849073,7.1520038789,8.0319513592,8.8972609415,8.7002885232
FBXL11,11.955357171,11.6560605581,11.9746522258,12.1265119439,12.1704581815,12.3342133208
FBXL15,9.1550702905,9.3093287102,9.1257291446,7.8124716309,7.9287965439,7.6896162878
FBXL18,6.8908729802,6.8516425771,6.8719722717,7.0487891955,6.9553934644,7.0321467343
FBXL21,6.8570571048,6.89316034,6.8473106555,7.2018199616,7.1347390462,7.1117505218
FBXL6,7.9776236635,8.116115991,8.1610659461,7.2456032624,7.4653971775,7.2316456947
FBXO11,10.218509781,9.8080337412,10.2385983945,10.9141156838,10.7176847841,11.2145740892
FBXO2,8.8930366405,8.4762998213,9.0091721775,7.7291435157,7.4507646522,7.437055575
FBXO44,8.1608162226,7.5360192762,7.9371354404,7.3844228566,6.7054380517,6.9744417571
FBXO5,7.1324287883,7.1363827983,7.182376528,8.1195861906,7.3998383894,7.6468407697
FBXO6,9.9855275777,10.1276392438,9.7268610394,9.0041304554,7.9828947485,8.2626562444
FBXW5,9.940759454,9.7084416916,9.9783840057,8.8205538538,9.0116910598,8.4841928307
FBXW7,7.3672609302,7.4899707432,7.4042495894,8.0748829052,8.3052206964,8.2556983841
FCER2,7.295682366,7.8562840743,6.5271936055,6.5699305829,6.6707701811,6.514724732
FCGR1A,6.5493498039,7.0666536492,6.5528912774,7.6475726236,9.0204326117,7.0231650023
FERD3L,6.9094658792,6.8691004468,6.8394487972,6.7709918543,6.6824690127,6.6723293901
FGD6,6.7503045389,6.8454239776,7.9162015402,8.0507515431,7.4938368896,8.2427722019
FGF12,6.6122349616,6.5407689342,6.5253632451,6.7053984612,6.6998782468,6.6693942914
FGF13,6.6758929123,6.6658169797,6.6857881403,6.5643340068,6.5476242281,6.6006411684
FGF19,6.8877195913,6.9668405987,6.8840160353,6.7852975871,6.6888858737,6.8172458023
FGF2,6.8709125429,6.9670873705,6.8512725765,6.7001022061,6.788980853,6.7702215427
FGF20,6.9874389254,6.9363260464,6.9885820327,7.2048392046,7.1604494678,7.059455901
FGF23,7.5921168686,7.5736612244,7.6435350468,7.4721846179,7.2797159521,7.2952901742
FGF4,6.8503910869,6.9593626686,6.8949832054,6.8186696215,6.7448961614,6.6807213339
FGF5,6.8790200995,6.8822325834,6.8869786651,6.8121952182,6.6756510795,6.7101760194
FGG,6.7035894393,6.7120470909,6.6214563885,6.5485482824,6.5477643905,6.4970389116
FGL1,6.8440265916,6.8912383858,6.7064907918,6.9746219463,6.9968065251,7.0965022622
FGR,7.1615767733,7.0971716917,7.2683179856,7.4342642924,7.4266869805,7.6281708467
FH,9.7187091035,9.8666926466,9.6530912606,10.6107020333,10.5686193891,10.4027073108
FHOD1,11.2414085026,11.047391384,10.7892673279,9.805388204,10.2819366413,10.307856764
FIGF,7.0804570722,7.0577286901,7.0209073822,6.8844013026,6.9512696586,6.8542664866
FKBP3,7.2238968915,7.159334121,7.1550294477,7.5236090939,7.5155887786,7.419499949
FKBP4,10.8770231443,11.4753659581,10.7879178568,12.920192446,12.4274469209,13.0099182423
FLI1,7.8223323548,8.6838437684,8.7260738132,9.4062610936,9.4746716518,9.4749533811
FLII,10.3798727821,10.2665427284,10.5730937983,9.8348693658,9.4907514814,9.843733764
FLJ10803,7.5820691341,7.6735786761,7.423093887,6.9091285184,6.9747527629,6.9546560257
FLJ10916,9.3192900153,8.6277242809,8.9165207707,6.9916619219,7.6869483464,7.2684412373
FLJ11235,6.8617621484,6.8049014381,6.798688259,7.0245253805,7.0267278771,6.9245044513
FLJ12688,7.1766864546,7.1518739969,7.2165915561,6.990890906,7.0232980151,7.0265285555
FLJ13614,6.5527963791,6.633712533,6.5399043501,6.9437004602,6.8368148998,6.8377881897
FLJ16171,7.0543596122,7.0271613719,7.064215121,6.9857965098,6.8344659118,6.9357695917
FLJ20184,7.1908182224,7.1628512085,7.1401224852,6.9784697673,6.9734494101,6.9570484391
FLJ20397,6.8495716539,6.8170138398,6.8696468845,6.9116525428,7.0338190197,6.9156677282
FLJ20920,8.7920620449,8.4963571889,8.2234462324,8.0874056568,7.5559366106,8.0551709678
FLJ25169,6.8820319786,6.8858649858,6.9051686177,7.0727216612,6.9511991652,7.016397967
FLJ25404,7.0086501014,6.9546169541,6.9024027548,7.1610863034,7.0544496549,7.1057609017
FLJ26850,7.0335972216,6.9234831145,6.9446753231,7.1216557786,7.170515551,7.1783843996
FLJ27255,7.5481080564,8.0533720187,7.3297554431,7.1346295366,7.2383013369,7.0651349225
FLJ27465,6.9197754969,6.9059609656,6.8063571392,6.6701226589,6.6885368596,6.7556000802
FLJ33544,7.1291542399,7.1490418641,7.1624583277,7.0570973769,6.9914850258,6.9198303468
FLJ35776,7.7058992162,8.1069738679,7.330891201,7.281931603,7.079440835,6.9189960873
FLJ35848,6.9885417847,6.8684676005,6.9634465449,7.1740769963,7.1524404397,7.074585826
FLJ35880,6.9559922219,6.9858623989,6.9032627197,6.8634694106,6.7967829137,6.7717714438
FLJ37307,7.3526524706,7.3013794945,7.4100586907,7.1088205528,7.1564514197,7.2107832778
FLJ38723,6.7485461617,6.8252788854,6.7026828128,6.9603501716,7.0279920799,7.0025782947
FLJ40113,7.1014144379,6.9337670766,6.9351223547,7.1513141575,7.1435223683,7.2075946274
FLJ40330,7.0645573242,6.9330876305,6.9830993668,6.8966207151,6.8056661075,6.8898619202
FLJ40453,7.1553551893,7.12692918,7.2598201663,7.0079961515,7.0005859579,6.98419031
FLJ40712,6.9125966905,6.856824928,6.8826507185,7.1991830346,7.2923426655,7.1567048209
FLJ41352,6.7426213119,6.6933563839,6.7638872194,6.9157240489,6.8905407034,6.8341287033
FLJ42258,7.1559151033,7.3254034252,7.256491346,7.5319429518,7.5988176899,7.4698638078
FLJ42986,7.0739633655,7.9626544364,6.721119136,6.5912467235,6.6038797845,6.6505275138
FLJ43860,6.8624317195,6.8543894893,6.8785394401,7.0097074652,6.9119112964,7.0511870812
FLJ44385,6.8771297214,6.9419981588,6.9662639474,7.0905783278,7.023118593,7.2077085567
FLJ44790,7.5391513742,7.4702345237,7.5212781496,7.2974028913,7.3397582425,7.3227092601
FLJ45256,7.343443422,7.3555326094,7.4279812773,7.018804289,7.0633264541,7.0208145311
FLJ45513,7.5722321322,7.6361472229,7.3487283604,7.0424324918,7.0602349609,7.0329011657
FLJ90086,7.4700599142,7.4489584527,7.5755688782,7.8377531247,7.8080434752,7.6524351229
FLJ90231,7.0278889277,6.9915862878,7.0148262753,6.8749923429,6.8889647224,6.8671618346
FLOT1,10.8042023552,10.2996893649,10.5638268733,9.7198670842,10.1144265243,9.6403517459
FLRT3,6.7400807565,6.6801484531,6.7444940492,6.5975149462,6.574760795,6.6282078968
FMNL1,8.054951826,7.8769814701,7.7449503284,7.4060723254,7.3611800951,7.3379508729
FN3K,7.0510861926,7.0198528739,7.0122437949,6.7944350847,6.8009731012,6.8003535006
FN3KRP,10.1037602237,9.3167514026,9.322256828,10.65447194,10.3747130817,10.1599790152
FNBP1L,8.513499829,7.7835575526,8.85371217,9.9358856318,8.6543455673,9.6929851566
FNIP1,8.1714178443,8.5615458754,7.2131814727,9.0257262773,8.9731230992,8.3784743598
FOS,10.4653405649,11.0154035014,11.3596775806,12.4439001063,12.7959410038,12.7920527991
FOSB,12.5917520111,12.3070610362,12.927288742,13.8893159023,14.0584938414,14.0939323011
FOXA2,6.6146344479,6.5466432227,6.7202548325,6.7120791922,6.7814090797,6.816995974
FOXB1,6.7454827274,6.851984254,6.7730195421,6.6603416922,6.7484606879,6.6220730602
FOXB2,6.8079630452,6.8413114485,6.8317020125,6.6679206651,6.6440906305,6.7021392785
FOXD4L2,7.2542025779,7.0872409611,7.4763881223,6.9614013303,6.945004375,6.9745532436
FOXF1,6.8948920574,7.12622214,6.784246859,6.8375091526,6.6687945549,6.7256882315
FOXJ2,11.8075898716,11.7695455319,11.7246299767,11.2390441846,10.811804935,10.9320084092
FOXM1,7.0825933647,6.853907762,7.2425296767,7.9674562855,7.3324623214,7.846922562
FOXN1,6.8579878008,6.7276429635,6.7527576069,6.8949828515,6.838113545,6.9705806517
FOXP1,7.6769638009,7.4939034314,7.8970875918,7.4323788714,7.1979184661,7.2659025638
FOXP3,7.0005643564,6.8812593154,6.9003496773,7.0882890693,7.0948799192,7.0735792106
FOXR2,6.5931004326,6.6363301846,6.5800721114,6.4129533463,6.5642593519,6.4617336698
FPR3,9.9772158689,10.7080697864,7.8002922418,8.1817870615,7.3968609711,6.83350216
FRAT2,8.9432942157,9.3307872136,8.6479516174,9.8736737939,10.2976067589,9.7907026553
FRMPD4,6.6129984999,6.6283913167,6.5774978766,6.8405603571,6.833080287,6.832806287
FSD1,7.1995053314,7.3378778021,7.0848662022,6.9329785737,7.0326166549,6.8519918231
FSD1CL,7.2051511427,6.9716494204,6.7645267802,6.6800149749,6.7476739839,6.6114328783
FSD1L,6.9352076102,7.0220650186,6.8793202252,6.7501799113,6.7793344892,6.7877168808
FTH1,13.5355319273,14.0336318054,12.6917490119,12.2569457746,12.7656157162,11.546395217
FTHL11,13.8081796069,14.3111416679,13.257530154,12.1060368164,12.7366017063,11.2647590705
FTHL12,14.3047096302,14.6318130812,13.7612166599,12.9948940632,13.4244680157,12.0306956334
FTHL16,11.0103467161,11.5513546304,10.7062263487,9.2353974279,9.8013320382,8.5990043986
FTHL2,11.8479331276,12.4141258643,11.3025070773,9.7671971777,10.4163694773,8.9938213848
FTHL3,13.9071726963,14.3723309863,13.3449442869,12.4058590817,13.1020293631,11.6187334982
FTHL7,14.9841495171,15.3137475017,14.3843581395,13.9818424981,14.3495609391,13.1091302835
FTHL8,7.7212452452,7.8259148444,7.3876500108,7.0217202689,7.1751683969,7.076011288
FUBP3,8.4280659897,8.5418776244,8.5316777125,9.5173459089,9.0391250551,9.581114847
FURIN,8.6252099312,8.0916684089,7.4729226357,7.8520708292,7.4139020562,7.2094417874
FUSSEL18,6.8016723906,6.8858408216,6.8091151969,6.9787959742,7.0172326426,6.9231011761
FUT7,8.0002217014,7.2727078653,8.1849069967,7.3650621382,7.0947896394,7.044564691
FUT8,6.585674608,6.6839556483,6.5897463346,6.4799190793,6.4566555496,6.5633885028
FXR1,9.5359442757,9.6200640108,9.9149255862,10.8793926983,11.3246643239,11.3947693623
FXR2,8.5961902693,8.0930977653,8.2044024523,7.7085860601,7.8558213095,7.9573506421
G0S2,12.113092118,12.2038879159,10.0873858645,9.8942131719,11.2716343495,8.8169533862
GABBR1,9.5430578257,9.9814927743,9.094215119,7.7257159837,8.1871389164,7.329370151
GABPB1,7.88512295,7.5363411261,8.0544899576,7.451039601,7.4775882774,7.5506345412
GABRA3,6.8504232516,6.8077874668,6.7947635159,7.0148588022,6.9670406884,7.0453094762
GABRA5,7.0329484815,7.0622606176,6.8681508036,6.8953854477,6.7878144205,6.9263560795
GABRA6,6.6369211688,6.6817735069,6.5330114439,6.5266111414,6.4968972623,6.4770746438
GADD45GIP1,6.7381153109,6.7820321046,6.8052468906,6.578908004,6.5934547007,6.5158687096
GAGE2C,6.6732312362,6.7525097339,6.7036153374,6.6073911627,6.6419433494,6.556218964
GAGE5,7.0364232335,7.0637689872,7.0237626758,6.9233240764,6.8559335479,6.9190540071
GAK,13.5750177217,13.2557207437,12.7460189882,12.5264825285,12.9663904108,12.1052883586
GALE,6.8046670419,6.8140819617,6.7041919253,6.6914387585,6.5872920055,6.6414518625
GALNS,8.7524483258,8.4819971197,8.3395089924,8.2060717609,8.2389907732,8.0617314939
GALNT12,6.9296308786,6.9775042396,7.1207374164,7.2757372309,7.1636271175,7.2946080437
GALNT2,7.9546122625,7.719158028,7.9845648745,7.3219369134,7.3685873366,7.7013429133
GALNT4,6.9839278959,7.3099446714,6.8884875606,6.7775777823,6.7341240477,6.6713884951
GALNTL2,6.7030633881,6.6650533758,6.6094029739,6.5088630439,6.5502482113,6.5951786839
GALNTL4,7.9982781036,8.2782307423,6.8447804855,6.7254940848,7.1172572772,6.8960143197
GALR2,6.7342217708,7.0936866837,6.4178888007,7.9296204278,8.1141026354,7.8942831487
GALT,8.5524333015,8.1558295322,8.2749469128,7.7663019792,7.9820222165,7.4556343114
GAMT,7.0369470374,7.0323988936,7.6001441043,8.2127739313,8.7794982411,7.9491402617
GAR1,7.6292427578,8.2849479481,8.4084503617,9.7978439838,8.7563632856,10.3422233937
GART,7.2131522999,7.2987072503,7.3775573986,7.7309873422,7.5915551484,7.6756784081
GAS2L1,6.7834352305,6.8759314282,6.7740050292,6.689878656,6.7081153227,6.6985049321
GAS2L2,6.692262125,6.678867071,6.727588215,6.8658795198,6.8358091304,6.8090740023
GAS6,12.2457231612,11.2592609125,10.7877364791,10.6593358841,10.4109285248,9.6186079681
GATAD1,8.5070982631,8.493392514,8.1475691729,8.0143654418,8.0299905306,7.5712658847
GATAD2A,11.3103427112,11.4391089742,11.4074182543,12.0075157595,12.0206428462,11.82271983
GBA,8.2725888393,9.4179516547,8.1233699993,7.7389293774,8.0591406628,7.6349266069
GCGR,9.9349634426,9.5678653909,8.0919694234,7.018127937,6.774911545,7.4266025758
GCKR,8.2911791374,8.0332753565,7.1745010685,7.1336809835,7.089499372,6.9781324898
GCNT2,9.0651467239,8.2397805527,10.1447399277,8.0999920044,7.7054832226,7.8215835043
GCOM1,6.853109094,6.789428296,6.7262806926,6.6148724669,6.5795937473,6.6593950123
GDF7,6.5071828197,6.4790934052,6.4649715752,6.5823685563,6.6108516995,6.604676873
GDI1,10.4432863806,10.266565951,10.1641085854,9.4150841482,9.8213973405,9.6368280681
GDPD2,6.9725119857,6.9272310396,6.9978695866,7.1108590658,7.0915452719,7.0729496353
GFRA1,7.0009134785,7.0327920954,6.98150174,6.8061709534,6.7209002065,6.7814245116
GGA1,6.8434764729,6.8544274723,6.8252351028,6.768286945,6.7456646802,6.6954843849
GGCT,8.1287091964,7.7523388935,7.856276369,8.4964746756,7.8791519376,8.5100951456
