Ehf	Irf_11	Irf_7	Maf_2	NF-kappaB_2	NF-kappaB_5	NF-Y_1	NF-Y_2	NF-Y_3	Nrf-2_2	Nrf-2_3	TCF11::MafG
ENSG00000148218	ENSG00000151332		ENSG00000183735	ENSG00000180818	ENSG00000185420	ENSG00000145526	ENSG00000172671	ENSG00000103540	ENSG00000153130	ENSG00000162391	
ENSG00000149100	ENSG00000151461		ENSG00000183840	ENSG00000180992	ENSG00000185630	ENSG00000145721	ENSG00000172731	ENSG00000103549	ENSG00000153814	ENSG00000162407	
ENSG00000149187	ENSG00000151468		ENSG00000183856	ENSG00000182022	ENSG00000185664	ENSG00000145808	ENSG00000172765	ENSG00000103740	ENSG00000153815	ENSG00000162413	
ENSG00000149483	ENSG00000151474		ENSG00000184007	ENSG00000182287	ENSG00000186187	ENSG00000145907	ENSG00000172795	ENSG00000103769	ENSG00000153956	ENSG00000162522	
ENSG00000149503	ENSG00000151665		ENSG00000184502	ENSG00000182500	ENSG00000186648	ENSG00000146047	ENSG00000172878	ENSG00000103995	ENSG00000154016	ENSG00000162613	
ENSG00000149716	ENSG00000151702		ENSG00000184530	ENSG00000182601	ENSG00000186998	ENSG00000146233	ENSG00000172954	ENSG00000104332	ENSG00000154040	ENSG00000162616	
ENSG00000149823	ENSG00000151923		ENSG00000184564	ENSG00000182870	ENSG00000187147	ENSG00000146278	ENSG00000173208	ENSG00000104412	ENSG00000154143	ENSG00000162738	
ENSG00000150316	ENSG00000151989		ENSG00000185008	ENSG00000182872	ENSG00000187251	ENSG00000146282	ENSG00000173226	ENSG00000104427	ENSG00000154174	ENSG00000162772	
ENSG00000150990	ENSG00000152527		ENSG00000185339	ENSG00000183092	ENSG00000187605	ENSG00000146386	ENSG00000173281	ENSG00000104442	ENSG00000154640	ENSG00000162849	
ENSG00000151239	ENSG00000152601		ENSG00000185774	ENSG00000183166	ENSG00000187878	ENSG00000146410	ENSG00000173611	ENSG00000104490	ENSG00000155008	ENSG00000162878	
ENSG00000151414	ENSG00000152689		ENSG00000185825	ENSG00000183337	ENSG00000188037	ENSG00000146416	ENSG00000173848	ENSG00000104517	ENSG00000155252	ENSG00000162892	
ENSG00000151445	ENSG00000152782		ENSG00000186007	ENSG00000183454	ENSG00000188176	ENSG00000147123	ENSG00000173933	ENSG00000104549	ENSG00000155636	ENSG00000162896	
ENSG00000151665	ENSG00000152904		ENSG00000186174	ENSG00000183760	ENSG00000188277	ENSG00000147155	ENSG00000174326	ENSG00000104728	ENSG00000155897	ENSG00000163029	
ENSG00000152154	ENSG00000152977		ENSG00000186487	ENSG00000183960	ENSG00000189120	ENSG00000147246	ENSG00000174327	ENSG00000104738	ENSG00000156030	ENSG00000163114	
ENSG00000152234	ENSG00000153147		ENSG00000186594	ENSG00000184007	ENSG00000196189	ENSG00000147257	ENSG00000174695	ENSG00000104756	ENSG00000156273	ENSG00000163157	
ENSG00000152332	ENSG00000153233		ENSG00000186654	ENSG00000184156	ENSG00000196277	ENSG00000147364	ENSG00000175029	ENSG00000104765	ENSG00000156298	ENSG00000163288	
ENSG00000152457	ENSG00000153234		ENSG00000187037	ENSG00000184524	ENSG00000196296	ENSG00000147536	ENSG00000175063	ENSG00000104804	ENSG00000156515	ENSG00000163491	
ENSG00000152689	ENSG00000153283		ENSG00000188130	ENSG00000184922	ENSG00000196588	ENSG00000147804	ENSG00000175445	ENSG00000104805	ENSG00000156535	ENSG00000163515	
ENSG00000153130	ENSG00000153714		ENSG00000189308	ENSG00000185052	ENSG00000196739	ENSG00000148339	ENSG00000175497	ENSG00000104824	ENSG00000156650	ENSG00000163531	
ENSG00000153234	ENSG00000153898		ENSG00000189367	ENSG00000185379	ENSG00000196850	ENSG00000148655	ENSG00000175662	ENSG00000104825	ENSG00000156804	ENSG00000163554	
ENSG00000153339	ENSG00000153914		ENSG00000196141	ENSG00000185739	ENSG00000196975	ENSG00000148680	ENSG00000176124	ENSG00000104835	ENSG00000157077	ENSG00000163687	
ENSG00000153714	ENSG00000154175		ENSG00000196218	ENSG00000185838	ENSG00000197199	ENSG00000148842	ENSG00000176371	ENSG00000104848	ENSG00000157540	ENSG00000163701	
ENSG00000153767	ENSG00000154451		ENSG00000196368	ENSG00000186187	ENSG00000197249	ENSG00000148948	ENSG00000176406	ENSG00000104884	ENSG00000157551	ENSG00000163803	
ENSG00000154059	ENSG00000155111		ENSG00000196482	ENSG00000186642	ENSG00000197705	ENSG00000149050	ENSG00000176473	ENSG00000104957	ENSG00000157554	ENSG00000163818	
ENSG00000154144	ENSG00000155307		ENSG00000196588	ENSG00000186827	ENSG00000198081	ENSG00000149294	ENSG00000176532	ENSG00000104967	ENSG00000157557	ENSG00000164402	
ENSG00000154174	ENSG00000155629		ENSG00000196754	ENSG00000187109	ENSG00000198382	ENSG00000149970	ENSG00000176563	ENSG00000105011	ENSG00000157978	ENSG00000164440	
ENSG00000154639	ENSG00000155744		ENSG00000196924	ENSG00000187251	ENSG00000198722	ENSG00000150281	ENSG00000177045	ENSG00000105053	ENSG00000158055	ENSG00000164849	
ENSG00000154721	ENSG00000155749		ENSG00000197063	ENSG00000187486	ENSG00000198728	ENSG00000150477	ENSG00000177181	ENSG00000105058	ENSG00000158714	ENSG00000164916	
ENSG00000154723	ENSG00000155816		ENSG00000197622	ENSG00000187605	ENSG00000198729	ENSG00000150637	ENSG00000177427	ENSG00000105127	ENSG00000158825	ENSG00000164970	
ENSG00000154727	ENSG00000155849		ENSG00000197746	ENSG00000187720	ENSG00000198732	ENSG00000150672	ENSG00000177469	ENSG00000105131	ENSG00000158887	ENSG00000165029	
ENSG00000154914	ENSG00000156030		ENSG00000197859	ENSG00000188205	ENSG00000198873	ENSG00000150893	ENSG00000177731	ENSG00000105146	ENSG00000159023	ENSG00000165078	
ENSG00000154957	ENSG00000156171		ENSG00000197915	ENSG00000188277	ENSG00000198900	ENSG00000151229	ENSG00000178031	ENSG00000105176	ENSG00000159216	ENSG00000165259	
ENSG00000155438	ENSG00000156273		ENSG00000197948	ENSG00000188322	ENSG00000204103	ENSG00000151572	ENSG00000178458	ENSG00000105204	ENSG00000159618	ENSG00000165280	
ENSG00000155465	ENSG00000156475		ENSG00000198324	ENSG00000188396	ENSG00000204406	ENSG00000151790	ENSG00000178729	ENSG00000105220	ENSG00000160219	ENSG00000165309	
ENSG00000155744	ENSG00000156587		ENSG00000198369	ENSG00000188859	ENSG00000204525	ENSG00000152208	ENSG00000178997	ENSG00000105223	ENSG00000160593	ENSG00000165626	
ENSG00000155827	ENSG00000156738		ENSG00000198553	ENSG00000189120	ENSG00000204580	ENSG00000152217	ENSG00000179082	ENSG00000105229	ENSG00000160679	ENSG00000165678	
ENSG00000155957	ENSG00000156925		ENSG00000203805	ENSG00000189337	ENSG00000204923	ENSG00000152270	ENSG00000179094	ENSG00000105245	ENSG00000160685	ENSG00000165868	
ENSG00000156050	ENSG00000157500		ENSG00000204256	ENSG00000196126	ENSG00000205213	ENSG00000152430	ENSG00000179331	ENSG00000105254	ENSG00000160688	ENSG00000165949	
ENSG00000156313	ENSG00000157654		ENSG00000204257	ENSG00000196189	ENSG00000206088	ENSG00000152592	ENSG00000179344	ENSG00000105258	ENSG00000160746	ENSG00000166167	
ENSG00000156599	ENSG00000157734		ENSG00000204633	ENSG00000196220	ENSG00000214198	ENSG00000152620	ENSG00000179862	ENSG00000105281	ENSG00000161011	ENSG00000166321	
ENSG00000156639	ENSG00000158079		ENSG00000205186	ENSG00000196296	ENSG00000214302	ENSG00000152670	ENSG00000180185	ENSG00000105287	ENSG00000161281	ENSG00000166747	
ENSG00000156873	ENSG00000158711		ENSG00000205279	ENSG00000196435	ENSG00000214708	ENSG00000153291	ENSG00000180269	ENSG00000105290	ENSG00000161326	ENSG00000166831	
ENSG00000156958	ENSG00000158714		ENSG00000205336	ENSG00000196533	ENSG00000214935	ENSG00000153767	ENSG00000180806	ENSG00000105323	ENSG00000161813	ENSG00000166963	
ENSG00000157184	ENSG00000158773		ENSG00000205363	ENSG00000196576		ENSG00000154096	ENSG00000181218	ENSG00000105341	ENSG00000161958	ENSG00000167131	
ENSG00000157600	ENSG00000159023		ENSG00000205410	ENSG00000196704		ENSG00000154146	ENSG00000181322	ENSG00000105355	ENSG00000162105	ENSG00000167470	
ENSG00000157637	ENSG00000159216		ENSG00000212652	ENSG00000196850		ENSG00000154262	ENSG00000181458	ENSG00000105357	ENSG00000162374	ENSG00000167553	
ENSG00000157823	ENSG00000159263		ENSG00000214575	ENSG00000197063		ENSG00000154305	ENSG00000181467	ENSG00000105364	ENSG00000162407	ENSG00000167680	
ENSG00000158161	ENSG00000159337		ENSG00000214872	ENSG00000197136		ENSG00000155016	ENSG00000181555	ENSG00000105371	ENSG00000162413	ENSG00000167768	
ENSG00000158321	ENSG00000159658		ENSG00000214890	ENSG00000197272		ENSG00000155090	ENSG00000181827	ENSG00000105376	ENSG00000162522	ENSG00000167779	
ENSG00000158480	ENSG00000160584		ENSG00000214941	ENSG00000197705		ENSG00000155189	ENSG00000182108	ENSG00000105402	ENSG00000162688	ENSG00000168000	
ENSG00000158710	ENSG00000160710		ENSG00000215277	ENSG00000197757		ENSG00000155287	ENSG00000182134	ENSG00000105409	ENSG00000162701	ENSG00000168137	
ENSG00000158769	ENSG00000160789			ENSG00000197859		ENSG00000155506	ENSG00000182253	ENSG00000105443	ENSG00000162729	ENSG00000168334	
ENSG00000158773	ENSG00000161642			ENSG00000197880		ENSG00000155629	ENSG00000182628	ENSG00000105447	ENSG00000162734	ENSG00000168386	
ENSG00000159079	ENSG00000162374			ENSG00000198604		ENSG00000155660	ENSG00000182742	ENSG00000105467	ENSG00000162738	ENSG00000168477	
ENSG00000159216	ENSG00000162601			ENSG00000198795		ENSG00000155760	ENSG00000182973	ENSG00000105552	ENSG00000162878	ENSG00000168685	
ENSG00000159307	ENSG00000162630			ENSG00000203805		ENSG00000155849	ENSG00000183036	ENSG00000105556	ENSG00000162949	ENSG00000168702	
ENSG00000159377	ENSG00000162676			ENSG00000203943		ENSG00000156140	ENSG00000183044	ENSG00000105568	ENSG00000163114	ENSG00000168710	
ENSG00000159409	ENSG00000162736			ENSG00000204256		ENSG00000156398	ENSG00000183091	ENSG00000105576	ENSG00000163281	ENSG00000168763	
ENSG00000159459	ENSG00000162753			ENSG00000204283		ENSG00000156521	ENSG00000183207	ENSG00000105605	ENSG00000163352	ENSG00000168781	
ENSG00000159479	ENSG00000162763			ENSG00000204496		ENSG00000156531	ENSG00000183273	ENSG00000105610	ENSG00000163491	ENSG00000169032	
ENSG00000159592	ENSG00000162772			ENSG00000204525		ENSG00000156599	ENSG00000183403	ENSG00000105617	ENSG00000163499	ENSG00000169247	
ENSG00000159596	ENSG00000162777			ENSG00000204576		ENSG00000156603	ENSG00000183475	ENSG00000105618	ENSG00000163518	ENSG00000169508	
ENSG00000160055	ENSG00000162896			ENSG00000204590		ENSG00000156802	ENSG00000183598	ENSG00000105619	ENSG00000163534	ENSG00000169696	
ENSG00000160211	ENSG00000163012			ENSG00000204682		ENSG00000156853	ENSG00000183655	ENSG00000105649	ENSG00000163554	ENSG00000170634	
ENSG00000160220	ENSG00000163114			ENSG00000204923		ENSG00000156990	ENSG00000183765	ENSG00000105701	ENSG00000163687	ENSG00000170745	
ENSG00000160256	ENSG00000163132			ENSG00000205128		ENSG00000157193	ENSG00000183978	ENSG00000105732	ENSG00000163701	ENSG00000171174	
ENSG00000160410	ENSG00000163219			ENSG00000205363		ENSG00000157216	ENSG00000184144	ENSG00000105771	ENSG00000163833	ENSG00000171224	
ENSG00000160685	ENSG00000163349			ENSG00000213022		ENSG00000157483	ENSG00000184313	ENSG00000105808	ENSG00000163914	ENSG00000171365	
ENSG00000160785	ENSG00000163421			ENSG00000213160		ENSG00000158055	ENSG00000184661	ENSG00000106003	ENSG00000164035	ENSG00000171471	
ENSG00000160808	ENSG00000163527			ENSG00000213886		ENSG00000158077	ENSG00000185236	ENSG00000106006	ENSG00000164134	ENSG00000171552	
ENSG00000160961	ENSG00000163531			ENSG00000215012		ENSG00000158195	ENSG00000185305	ENSG00000106049	ENSG00000164283	ENSG00000171703	
ENSG00000161395	ENSG00000163606			ENSG00000215386		ENSG00000158246	ENSG00000185591	ENSG00000106080	ENSG00000164440	ENSG00000171914	
ENSG00000161533	ENSG00000163687			ENSG00000221914		ENSG00000158321	ENSG00000185624	ENSG00000106086	ENSG00000164483	ENSG00000171992	
ENSG00000161547	ENSG00000163743			ENSG00000221916		ENSG00000158716	ENSG00000185634	ENSG00000106144	ENSG00000164484	ENSG00000172046	
ENSG00000161847	ENSG00000163840			ENSG00000221949		ENSG00000158859	ENSG00000185774	ENSG00000106305	ENSG00000164849	ENSG00000172070	
ENSG00000162144	ENSG00000164056			ENSG00000222009		ENSG00000158864	ENSG00000186031	ENSG00000106330	ENSG00000164916	ENSG00000172159	
ENSG00000162222	ENSG00000164093					ENSG00000159131	ENSG00000186132	ENSG00000106336	ENSG00000164975	ENSG00000172765	
ENSG00000162300	ENSG00000164125					ENSG00000159140	ENSG00000186185	ENSG00000106346	ENSG00000165006	ENSG00000172878	
ENSG00000162396	ENSG00000164136					ENSG00000159216	ENSG00000186369	ENSG00000106462	ENSG00000165023	ENSG00000172915	
ENSG00000162434	ENSG00000164308					ENSG00000159792	ENSG00000186660	ENSG00000106537	ENSG00000165091	ENSG00000172943	
ENSG00000162542	ENSG00000164342					ENSG00000159921	ENSG00000186812	ENSG00000106605	ENSG00000165105	ENSG00000172995	
ENSG00000162688	ENSG00000164379					ENSG00000160094	ENSG00000186952	ENSG00000106635	ENSG00000165119	ENSG00000173068	
ENSG00000162819	ENSG00000164418					ENSG00000160285	ENSG00000187251	ENSG00000106780	ENSG00000165186	ENSG00000173077	
ENSG00000162851	ENSG00000164442					ENSG00000160408	ENSG00000187446	ENSG00000106804	ENSG00000165259	ENSG00000173239	
ENSG00000162852	ENSG00000164627					ENSG00000160570	ENSG00000187514	ENSG00000106829	ENSG00000165280	ENSG00000173267	
ENSG00000162869	ENSG00000164749					ENSG00000160584	ENSG00000188229	ENSG00000106991	ENSG00000165417	ENSG00000173269	
ENSG00000163110	ENSG00000164916					ENSG00000160752	ENSG00000188580	ENSG00000107014	ENSG00000165487	ENSG00000173442	
ENSG00000163131	ENSG00000164989					ENSG00000161021	ENSG00000188620	ENSG00000107018	ENSG00000165495	ENSG00000173641	
ENSG00000163162	ENSG00000165091					ENSG00000161513	ENSG00000189184	ENSG00000107105	ENSG00000165626	ENSG00000173698	
ENSG00000163214	ENSG00000165092					ENSG00000161526	ENSG00000196123	ENSG00000107140	ENSG00000165672	ENSG00000173915	
ENSG00000163320	ENSG00000165168					ENSG00000161642	ENSG00000196220	ENSG00000107175	ENSG00000165678	ENSG00000174015	
ENSG00000163512	ENSG00000165275					ENSG00000161791	ENSG00000196226	ENSG00000107362	ENSG00000165804	ENSG00000174225	
ENSG00000163577	ENSG00000165338					ENSG00000161800	ENSG00000196361	ENSG00000107485	ENSG00000165868	ENSG00000174804	
ENSG00000163755	ENSG00000165424					ENSG00000162222	ENSG00000196532	ENSG00000107562	ENSG00000165895	ENSG00000175505	
ENSG00000163781	ENSG00000165495					ENSG00000162227	ENSG00000196588	ENSG00000107625	ENSG00000165949	ENSG00000175582	
ENSG00000164035	ENSG00000165782					ENSG00000162298	ENSG00000196781	ENSG00000107736	ENSG00000165990	ENSG00000175779	
ENSG00000164091	ENSG00000165966					ENSG00000162374	ENSG00000196890	ENSG00000107798	ENSG00000166321	ENSG00000175899	
ENSG00000164093	ENSG00000165990					ENSG00000162496	ENSG00000196966	ENSG00000107819	ENSG00000166326	ENSG00000175984	
ENSG00000164117	ENSG00000166147					ENSG00000162542	ENSG00000197019	ENSG00000107859	ENSG00000166394	ENSG00000176124	
ENSG00000164118	ENSG00000166326					ENSG00000162598	ENSG00000197102	ENSG00000107862	ENSG00000166619	ENSG00000176153	
ENSG00000164144	ENSG00000166387					ENSG00000162604	ENSG00000197106	ENSG00000107863	ENSG00000167074	ENSG00000176170	
ENSG00000164180	ENSG00000166710					ENSG00000162607	ENSG00000197273	ENSG00000107882	ENSG00000167131	ENSG00000176171	
ENSG00000164209	ENSG00000166888					ENSG00000162643	ENSG00000197283	ENSG00000107959	ENSG00000167139	ENSG00000176309	
ENSG00000164284	ENSG00000167207					ENSG00000162733	ENSG00000197451	ENSG00000108021	ENSG00000167491	ENSG00000176463	
ENSG00000164332	ENSG00000167279					ENSG00000162769	ENSG00000197601	ENSG00000108106	ENSG00000167553	ENSG00000177105	
ENSG00000164404	ENSG00000167578					ENSG00000162775	ENSG00000197852	ENSG00000108176	ENSG00000167716	ENSG00000177106	
ENSG00000164405	ENSG00000168062					ENSG00000162851	ENSG00000198003	ENSG00000108278	ENSG00000167779	ENSG00000177200	
ENSG00000164463	ENSG00000168297					ENSG00000162852	ENSG00000198198	ENSG00000108370	ENSG00000167941	ENSG00000177303	
ENSG00000164587	ENSG00000168612					ENSG00000162877	ENSG00000198728	ENSG00000108379	ENSG00000167984	ENSG00000177374	
ENSG00000164609	ENSG00000168658					ENSG00000163001	ENSG00000198732	ENSG00000108387	ENSG00000168065	ENSG00000177427	
ENSG00000164627	ENSG00000169245					ENSG00000163002	ENSG00000198740	ENSG00000108389	ENSG00000168137	ENSG00000177674	
ENSG00000164663	ENSG00000169306					ENSG00000163125	ENSG00000198797	ENSG00000108424	ENSG00000168334	ENSG00000177822	
ENSG00000164751	ENSG00000169398					ENSG00000163126	ENSG00000198855	ENSG00000108465	ENSG00000168685	ENSG00000178107	
ENSG00000164970	ENSG00000169554					ENSG00000163132	ENSG00000198874	ENSG00000108559	ENSG00000168702	ENSG00000178209	
ENSG00000164978	ENSG00000169851					ENSG00000163166	ENSG00000198914	ENSG00000108582	ENSG00000168710	ENSG00000179083	
ENSG00000165118	ENSG00000169855					ENSG00000163263	ENSG00000203814	ENSG00000108641	ENSG00000168830	ENSG00000179094	
ENSG00000165152	ENSG00000169992					ENSG00000163285	ENSG00000204220	ENSG00000108654	ENSG00000169181	ENSG00000179134	
ENSG00000165219	ENSG00000170248					ENSG00000163431	ENSG00000204221	ENSG00000108684	ENSG00000169432	ENSG00000179965	
ENSG00000165240	ENSG00000170473					ENSG00000163623	ENSG00000204291	ENSG00000108798	ENSG00000169504	ENSG00000180530	
ENSG00000165322	ENSG00000170515					ENSG00000163705	ENSG00000204406	ENSG00000108821	ENSG00000169605	ENSG00000180539	
ENSG00000165323	ENSG00000170522					ENSG00000163795	ENSG00000204427	ENSG00000108852	ENSG00000169740	ENSG00000180921	
ENSG00000165449	ENSG00000170579					ENSG00000164051	ENSG00000204710	ENSG00000108946	ENSG00000169814	ENSG00000181019	
ENSG00000165688	ENSG00000170684					ENSG00000164168	ENSG00000205927	ENSG00000108960	ENSG00000170634	ENSG00000181649	
ENSG00000165689	ENSG00000171100					ENSG00000164508	ENSG00000213599	ENSG00000108984	ENSG00000171033	ENSG00000182180	
ENSG00000166166	ENSG00000171522					ENSG00000164690	ENSG00000213676	ENSG00000109084	ENSG00000171227	ENSG00000182263	
ENSG00000166169	ENSG00000171560					ENSG00000164751	ENSG00000214216	ENSG00000109089	ENSG00000171471	ENSG00000182287	
ENSG00000166171	ENSG00000171680					ENSG00000164758	ENSG00000217128	ENSG00000109133	ENSG00000171489	ENSG00000182450	
ENSG00000166226	ENSG00000171791					ENSG00000164951	ENSG00000217236	ENSG00000109163	ENSG00000171703	ENSG00000182459	
ENSG00000166261	ENSG00000171815					ENSG00000164978	ENSG00000219180	ENSG00000109332	ENSG00000171791	ENSG00000182606	
ENSG00000166471	ENSG00000171843					ENSG00000165091	ENSG00000221912	ENSG00000109686	ENSG00000171951	ENSG00000182667	
ENSG00000166598	ENSG00000171855					ENSG00000165115		ENSG00000109705	ENSG00000171992	ENSG00000183023	
ENSG00000166762	ENSG00000171992					ENSG00000165175		ENSG00000109771	ENSG00000172046	ENSG00000183185	
ENSG00000166797	ENSG00000172183					ENSG00000165195		ENSG00000109832	ENSG00000172159	ENSG00000183324	
ENSG00000166821	ENSG00000172215					ENSG00000165383		ENSG00000109851	ENSG00000172296	ENSG00000183401	
ENSG00000167306	ENSG00000172243					ENSG00000165568		ENSG00000109911	ENSG00000172830	ENSG00000183520	
ENSG00000167384	ENSG00000172260					ENSG00000165678		ENSG00000109929	ENSG00000172878	ENSG00000183597	
ENSG00000167491	ENSG00000172296					ENSG00000165813		ENSG00000110046	ENSG00000173077	ENSG00000183625	
ENSG00000167850	ENSG00000172425					ENSG00000165832		ENSG00000110048	ENSG00000173239	ENSG00000183638	
ENSG00000167977	ENSG00000172456					ENSG00000165898		ENSG00000110060	ENSG00000173267	ENSG00000183735	
ENSG00000167985	ENSG00000172493					ENSG00000165948		ENSG00000110063	ENSG00000173269	ENSG00000183741	
ENSG00000168005	ENSG00000172660					ENSG00000165966		ENSG00000110075	ENSG00000173585	ENSG00000183765	
ENSG00000168092	ENSG00000172878					ENSG00000166037		ENSG00000110076	ENSG00000173641	ENSG00000184007	
ENSG00000168591	ENSG00000172987					ENSG00000166118		ENSG00000110090	ENSG00000173692	ENSG00000184185	
ENSG00000168597	ENSG00000172995					ENSG00000166159		ENSG00000110092	ENSG00000173848	ENSG00000184226	
ENSG00000168795	ENSG00000173068					ENSG00000166501		ENSG00000110200	ENSG00000173915	ENSG00000184232	
ENSG00000168803	ENSG00000173120					ENSG00000166578		ENSG00000110318	ENSG00000174225	ENSG00000184271	
ENSG00000168806	ENSG00000173193					ENSG00000167014		ENSG00000110680	ENSG00000174343	ENSG00000184302	
ENSG00000168876	ENSG00000173198					ENSG00000167083		ENSG00000110717	ENSG00000174469	ENSG00000184502	
ENSG00000168894	ENSG00000173327					ENSG00000167103		ENSG00000110721	ENSG00000174482	ENSG00000184530	
ENSG00000168904	ENSG00000174111					ENSG00000167130		ENSG00000110811	ENSG00000174502	ENSG00000184588	
ENSG00000169032	ENSG00000174136					ENSG00000167182		ENSG00000110844	ENSG00000174851	ENSG00000184661	
ENSG00000169118	ENSG00000174332					ENSG00000167186		ENSG00000110911	ENSG00000175203	ENSG00000184811	
ENSG00000169139	ENSG00000174448					ENSG00000167194		ENSG00000110917	ENSG00000175416	ENSG00000184922	
ENSG00000169169	ENSG00000174796					ENSG00000167216		ENSG00000110921	ENSG00000175505	ENSG00000185339	
ENSG00000169223	ENSG00000174963					ENSG00000167291		ENSG00000111110	ENSG00000175582	ENSG00000185482	
ENSG00000169413	ENSG00000175215					ENSG00000167333		ENSG00000111142	ENSG00000175841	ENSG00000185742	
ENSG00000169612	ENSG00000175224					ENSG00000167524		ENSG00000111206	ENSG00000176153	ENSG00000185825	
ENSG00000169856	ENSG00000176105					ENSG00000167526		ENSG00000111237	ENSG00000176171	ENSG00000185920	
ENSG00000169989	ENSG00000176127					ENSG00000167608		ENSG00000111412	ENSG00000176463	ENSG00000186141	
ENSG00000170017	ENSG00000176165					ENSG00000167625		ENSG00000111481	ENSG00000176986	ENSG00000186231	
ENSG00000170037	ENSG00000176473					ENSG00000167703		ENSG00000111530	ENSG00000177303	ENSG00000186310	
ENSG00000170043	ENSG00000176601					ENSG00000167716		ENSG00000111639	ENSG00000177374	ENSG00000186439	
ENSG00000170142	ENSG00000176697					ENSG00000167797		ENSG00000111665	ENSG00000177822	ENSG00000186462	
ENSG00000170248	ENSG00000177182					ENSG00000167842		ENSG00000111667	ENSG00000177885	ENSG00000186517	
ENSG00000170445	ENSG00000178104					ENSG00000167981		ENSG00000111678	ENSG00000177994	ENSG00000186654	
ENSG00000170522	ENSG00000178175					ENSG00000167995		ENSG00000111679	ENSG00000178107	ENSG00000186862	
ENSG00000170608	ENSG00000178188					ENSG00000168152		ENSG00000111684	ENSG00000178209	ENSG00000187017	
ENSG00000170634	ENSG00000178568					ENSG00000168267		ENSG00000111711	ENSG00000178722	ENSG00000187037	
ENSG00000170777	ENSG00000178685					ENSG00000168274		ENSG00000111846	ENSG00000178951	ENSG00000187094	
ENSG00000170949	ENSG00000178722					ENSG00000168411		ENSG00000112033	ENSG00000178966	ENSG00000187098	
ENSG00000171148	ENSG00000178729					ENSG00000168795		ENSG00000112118	ENSG00000179134	ENSG00000187173	
ENSG00000171202	ENSG00000178965					ENSG00000168807		ENSG00000112183	ENSG00000179292	ENSG00000187223	
ENSG00000171490	ENSG00000179088					ENSG00000168894		ENSG00000112237	ENSG00000179409	ENSG00000187239	
ENSG00000171606	ENSG00000179456					ENSG00000169554		ENSG00000112242	ENSG00000180539	ENSG00000187605	
ENSG00000171858	ENSG00000179583					ENSG00000169627		ENSG00000112246	ENSG00000180543	ENSG00000188038	
ENSG00000171928	ENSG00000179588					ENSG00000169744		ENSG00000112282	ENSG00000180921	ENSG00000188153	
ENSG00000171960	ENSG00000179912					ENSG00000169946		ENSG00000112297	ENSG00000181019	ENSG00000188277	
ENSG00000171984	ENSG00000179915					ENSG00000169992		ENSG00000112312	ENSG00000181649	ENSG00000188419	
ENSG00000172171	ENSG00000179981					ENSG00000170312		ENSG00000112337	ENSG00000181652	ENSG00000188672	
ENSG00000172348	ENSG00000180011					ENSG00000170325		ENSG00000112357	ENSG00000181804	ENSG00000188690	
ENSG00000172500	ENSG00000180423					ENSG00000170516		ENSG00000112511	ENSG00000182450	ENSG00000188770	
ENSG00000172590	ENSG00000180592					ENSG00000170604		ENSG00000112514	ENSG00000182459	ENSG00000189051	
ENSG00000172977	ENSG00000180712					ENSG00000170624		ENSG00000112539	ENSG00000182472	ENSG00000189159	
ENSG00000173113	ENSG00000180817					ENSG00000170748		ENSG00000112640	ENSG00000182752	ENSG00000189308	
ENSG00000173153	ENSG00000180998					ENSG00000171169		ENSG00000112727	ENSG00000182901	ENSG00000189367	
ENSG00000173175	ENSG00000181355					ENSG00000171408		ENSG00000112742	ENSG00000183098	ENSG00000196141	
ENSG00000173214	ENSG00000181634					ENSG00000171483		ENSG00000112773	ENSG00000183185	ENSG00000196166	
ENSG00000173327	ENSG00000181827					ENSG00000171988		ENSG00000112837	ENSG00000183324	ENSG00000196218	
ENSG00000173545	ENSG00000182095					ENSG00000172020		ENSG00000112851	ENSG00000183401	ENSG00000196248	
ENSG00000173559	ENSG00000182240					ENSG00000172139		ENSG00000112972	ENSG00000183576	ENSG00000196277	
ENSG00000173599	ENSG00000182628					ENSG00000172201		ENSG00000112983	ENSG00000183638	ENSG00000196368	
ENSG00000173801	ENSG00000182752					ENSG00000172238		ENSG00000112984	ENSG00000183735	ENSG00000196581	
ENSG00000173818	ENSG00000183153					ENSG00000172469		ENSG00000112992	ENSG00000183908	ENSG00000196739	
ENSG00000174106	ENSG00000183386					ENSG00000172660		ENSG00000112996	ENSG00000184007	ENSG00000196754	
ENSG00000174111	ENSG00000183576					ENSG00000172878		ENSG00000113070	ENSG00000184157	ENSG00000196924	
ENSG00000174132	ENSG00000183654					ENSG00000172954		ENSG00000113161	ENSG00000184302	ENSG00000197063	
ENSG00000174197	ENSG00000184058					ENSG00000173226		ENSG00000113248	ENSG00000184502	ENSG00000197102	
ENSG00000174206	ENSG00000184226					ENSG00000173230		ENSG00000113272	ENSG00000184811	ENSG00000197165	
ENSG00000174276	ENSG00000184898					ENSG00000173253		ENSG00000113328	ENSG00000184863	ENSG00000197170	
ENSG00000174332	ENSG00000184979					ENSG00000173848		ENSG00000113361	ENSG00000185046	ENSG00000197177	
ENSG00000174628	ENSG00000185262					ENSG00000173933		ENSG00000113448	ENSG00000185339	ENSG00000197191	
ENSG00000174652	ENSG00000185267					ENSG00000174827		ENSG00000113520	ENSG00000185420	ENSG00000197321	
ENSG00000175197	ENSG00000185338					ENSG00000175063		ENSG00000113721	ENSG00000185513	ENSG00000197324	
