Gene stable ID	HGNC symbol
ENSG00000010322	NISCH
ENSG00000275835	TUBGCP5
ENSG00000144619	CNTN4
ENSG00000132681	ATP1A4
ENSG00000135835	KIAA1614
ENSG00000256525	POLG2
ENSG00000187005	KRTAP21-1
ENSG00000187026	KRTAP21-2
ENSG00000153029	MR1
ENSG00000263639	MSMB
ENSG00000178718	RPP25
ENSG00000168135	KCNJ4
ENSG00000132003	ZSWIM4
ENSG00000275501	MUC20
ENSG00000151418	ATP6V1G3
ENSG00000152291	TGOLN2
ENSG00000143198	MGST3
ENSG00000060558	GNA15
ENSG00000109181	UGT2B10
ENSG00000148341	SH3GLB2
ENSG00000175287	PHYHD1
ENSG00000186625	KATNA1
ENSG00000237763	AMY1A
ENSG00000197566	ZNF624
ENSG00000131503	ANKHD1
ENSG00000198663	C6orf89
ENSG00000186474	KLK12
ENSG00000138100	TRIM54
ENSG00000166816	LDHD
ENSG00000120699	EXOSC8
ENSG00000122859	NEUROG3
ENSG00000185052	SLC24A3
ENSG00000141428	C18orf21
ENSG00000165637	VDAC2
ENSG00000275456	KIR2DL4
ENSG00000124678	TCP11
ENSG00000054116	TRAPPC3
ENSG00000167210	LOXHD1
ENSG00000197496	SLC2A10
ENSG00000164488	DACT2
ENSG00000196305	IARS
ENSG00000161681	SHANK1
ENSG00000186187	ZNRF1
ENSG00000135829	DHX9
ENSG00000066379	ZNRD1
ENSG00000153064	BANK1
ENSG00000273397	NDUFA6
ENSG00000163904	SENP2
ENSG00000135823	STX6
ENSG00000186924	KRTAP22-1
ENSG00000152242	C18orf25
ENSG00000186971	KRTAP13-4
ENSG00000182816	KRTAP13-2
ENSG00000100890	KIAA0391
ENSG00000135912	TTLL4
ENSG00000167332	OR51E2
ENSG00000101850	GPR143
ENSG00000156282	CLDN17
ENSG00000204703	OR2B3
ENSG00000156284	CLDN8
ENSG00000204701	OR2J3
ENSG00000090861	AARS
ENSG00000278201	KIR2DL4
ENSG00000274488	LY6H
ENSG00000115112	TFCP2L1
ENSG00000181965	NEUROG1
ENSG00000178741	COX5A
ENSG00000275416	KIR3DL2
ENSG00000196171	OR6K2
ENSG00000137094	DNAJB5
ENSG00000116786	PLEKHM2
ENSG00000237508	HLA-F
ENSG00000103245	NARFL
ENSG00000175591	P2RY2
ENSG00000147206	NXF3
ENSG00000130303	BST2
ENSG00000133169	BEX1
ENSG00000102921	N4BP1
ENSG00000183304	FAM9A
ENSG00000277657	KIR2DS3
ENSG00000155066	PROM2
ENSG00000167910	CYP7A1
ENSG00000173585	CCR9
ENSG00000278032	LY6E
ENSG00000167754	KLK5
ENSG00000204482	LST1
ENSG00000169439	SDC2
ENSG00000180011	ZADH2
ENSG00000164849	GPR146
ENSG00000138138	ATAD1
ENSG00000170775	GPR37
ENSG00000213722	DDAH2
ENSG00000124177	CHD6
ENSG00000148719	DNAJB12
ENSG00000235259	TRIM15
ENSG00000080709	KCNN2
ENSG00000109118	PHF12
ENSG00000106415	GLCCI1
ENSG00000172000	ZNF556
ENSG00000276111	SDCCAG8
ENSG00000179165	PXT1
ENSG00000100365	NCF4
ENSG00000120662	MTRF1
ENSG00000165572	KBTBD6
ENSG00000163053	SLC16A14
ENSG00000009724	MASP2
ENSG00000249481	SPATS1
ENSG00000228813	HLA-DQB2
ENSG00000160111	CPAMD8
ENSG00000160886	LY6K
ENSG00000180316	PNPLA1
ENSG00000236183	LY6G6C
ENSG00000144045	DQX1
ENSG00000081760	AACS
ENSG00000152595	MEPE
ENSG00000113971	NPHP3
ENSG00000229866	OR2J3
ENSG00000163577	EIF5A2
ENSG00000225543	C6orf15
ENSG00000144909	OSBPL11
ENSG00000275290	LILRA2
ENSG00000176797	DEFB103A
ENSG00000123297	TSFM
ENSG00000169435	RASSF6
ENSG00000142684	ZNF593
ENSG00000031698	SARS
ENSG00000214575	CPEB1
ENSG00000204519	ZNF551
ENSG00000069966	GNB5
ENSG00000228357	HSD17B8
ENSG00000144840	RABL3
ENSG00000065518	NDUFB4
ENSG00000146535	GNA12
ENSG00000104946	TBC1D17
ENSG00000106344	RBM28
ENSG00000196242	OR2C3
ENSG00000177489	OR2G2
ENSG00000128617	OPN1SW
ENSG00000132911	NMUR2
ENSG00000171532	NEUROD2
ENSG00000233831	ZNF311
ENSG00000162923	WDR26
ENSG00000166257	SCN3B
ENSG00000140365	COMMD4
ENSG00000180233	ZNRF2
ENSG00000181585	TMIE
ENSG00000121281	ADCY7
ENSG00000175895	PLEKHF2
ENSG00000245680	ZNF585B
ENSG00000196967	ZNF585A
ENSG00000175048	ZDHHC14
ENSG00000155052	CNTNAP5
ENSG00000123165	ACTRT1
ENSG00000167759	KLK13
ENSG00000135973	GPR45
ENSG00000182472	CAPN12
ENSG00000203867	RBM20
ENSG00000105926	MPP6
ENSG00000158793	NIT1
ENSG00000165072	MAMDC2
ENSG00000176887	SOX11
ENSG00000147614	ATP6V0D2
ENSG00000185689	C6orf201
ENSG00000085552	IGSF9
ENSG00000119523	ALG2
ENSG00000071203	MS4A12
ENSG00000167800	TBX10
ENSG00000136261	BZW2
ENSG00000109466	KLHL2
ENSG00000206366	ZBTB12
ENSG00000168765	GSTM4
ENSG00000152601	MBNL1
ENSG00000230855	OR2J3
ENSG00000176463	SLCO3A1
ENSG00000231861	OR5K2
ENSG00000117859	OSBPL9
ENSG00000090060	PAPOLA
ENSG00000234728	C6orf48
ENSG00000106113	CRHR2
ENSG00000189164	ZNF527
ENSG00000174233	ADCY6
ENSG00000181218	HIST3H2A
ENSG00000058668	ATP2B4
ENSG00000173431	RNASE8
ENSG00000085274	MYNN
ENSG00000183647	ZNF530
ENSG00000121417	ZNF211
ENSG00000134056	MRPS36
ENSG00000237192	TRIM10
ENSG00000268651	CTAG1A
ENSG00000150594	ADRA2A
ENSG00000197406	DIO3
ENSG00000108370	RGS9
ENSG00000187553	CYP26C1
ENSG00000178338	ZNF354B
ENSG00000198492	YTHDF2
ENSG00000160226	C21orf2
ENSG00000163933	RFT1
ENSG00000107897	ACBD5
ENSG00000126217	MCF2L
ENSG00000146083	RNF44
ENSG00000130649	CYP2E1
ENSG00000138650	PCDH10
ENSG00000197841	ZNF181
ENSG00000167216	KATNAL2
ENSG00000100226	GTPBP1
ENSG00000165644	COMTD1
ENSG00000171561	OR2AT4
ENSG00000183032	SLC25A21
ENSG00000140323	DISP2
ENSG00000174197	MGA
ENSG00000141642	ELAC1
ENSG00000205309	NT5M
ENSG00000112763	BTN2A1
ENSG00000147416	ATP6V1B2
ENSG00000172458	IL17D
ENSG00000161888	SPC24
ENSG00000243719	HLA-DMA
ENSG00000120500	ARR3
ENSG00000186092	OR4F5
ENSG00000166866	MYO1A
ENSG00000140983	RHOT2
ENSG00000012660	ELOVL5
ENSG00000170906	NDUFA3
ENSG00000178896	EXOSC4
ENSG00000141385	AFG3L2
ENSG00000115539	PDCL3
ENSG00000173662	TAS1R1
ENSG00000102239	BRS3
ENSG00000165732	DDX21
ENSG00000276358	PLEKHM1
ENSG00000002919	SNX11
ENSG00000173227	SYT12
ENSG00000133328	HRASLS2
ENSG00000125901	MRPS26
ENSG00000256683	ZNF350
ENSG00000125485	DDX31
ENSG00000125246	CLYBL
ENSG00000182287	AP1S2
ENSG00000169688	MT1B
ENSG00000161031	PGLYRP2
ENSG00000107625	DDX50
ENSG00000167962	ZNF598
ENSG00000110243	APOA5
ENSG00000276497	APBA1
ENSG00000137338	PGBD1
ENSG00000206256	PPT2
ENSG00000274618	HIST1H4F
ENSG00000119929	CUTC
ENSG00000078369	GNB1
ENSG00000277272	KIR3DL1
ENSG00000156564	LRFN2
ENSG00000108474	PIGL
ENSG00000187268	FAM9C
ENSG00000089639	GMIP
ENSG00000104897	SF3A2
ENSG00000171217	CLDN20
ENSG00000132313	MRPL35
ENSG00000168434	COG7
ENSG00000273703	HIST1H2BM
ENSG00000233822	HIST1H2BN
ENSG00000172247	C1QTNF4
ENSG00000233599	TRIM15
ENSG00000178522	AMBN
ENSG00000166923	GREM1
ENSG00000128346	C22orf23
ENSG00000275317	KIR2DL4
ENSG00000179846	NKPD1
ENSG00000187556	NANOS3
ENSG00000233618	OR2J3
ENSG00000155011	DKK2
ENSG00000138623	SEMA7A
ENSG00000080345	RIF1
ENSG00000172239	PAIP1
ENSG00000146670	CDCA5
ENSG00000143167	GPA33
ENSG00000183034	OTOP2
ENSG00000106638	TBL2
ENSG00000227171	RNF39
ENSG00000110042	DTX4
ENSG00000102931	ARL2BP
ENSG00000129437	KLK14
ENSG00000186468	RPS23
ENSG00000102362	SYTL4
ENSG00000239839	DEFA3
ENSG00000113212	PCDHB7
ENSG00000187372	PCDHB13
ENSG00000136636	KCTD3
ENSG00000108239	TBC1D12
ENSG00000221855	TAS2R41
ENSG00000126581	BECN1
ENSG00000231325	LY6G5C
ENSG00000144847	IGSF11
ENSG00000188763	FZD9
ENSG00000188269	OR7A5
ENSG00000185219	ZNF445
ENSG00000204941	PSG5
ENSG00000130958	SLC35D2
ENSG00000171425	ZNF581
ENSG00000149596	JPH2
ENSG00000213672	NCKIPSD
ENSG00000206490	ABCF1
ENSG00000157992	KRTCAP3
ENSG00000160190	SLC37A1
ENSG00000204428	LY6G5C
ENSG00000265354	TIMM23
ENSG00000182175	RGMA
ENSG00000153902	LGI4
ENSG00000196266	OR10J3
ENSG00000170683	OR10A3
ENSG00000205497	OR51A4
ENSG00000161911	TREML1
ENSG00000178531	CTXN1
ENSG00000130304	SLC27A1
ENSG00000151012	SLC7A11
ENSG00000161544	CYGB
ENSG00000183638	RP1L1
ENSG00000273575	KIR2DL4
ENSG00000129450	SIGLEC9
ENSG00000090104	RGS1
ENSG00000174652	ZNF266
ENSG00000203872	C6orf163
ENSG00000063245	EPN1
ENSG00000105419	MEIS3
ENSG00000183648	NDUFB1
ENSG00000132669	RIN2
ENSG00000165194	PCDH19
ENSG00000197444	OGDHL
ENSG00000171456	ASXL1
ENSG00000198026	ZNF335
ENSG00000164061	BSN
ENSG00000235176	ZNRD1
ENSG00000106443	PHF14
ENSG00000100023	PPIL2
ENSG00000197355	UAP1L1
ENSG00000122224	LY9
ENSG00000278303	MUC4
ENSG00000135423	GLS2
ENSG00000151360	ALLC
ENSG00000007944	MYLIP
ENSG00000185013	NT5C1B
ENSG00000225697	SLC26A6
ENSG00000172457	OR9G4
ENSG00000184032	KRTAP20-2
ENSG00000244624	KRTAP20-1
ENSG00000158714	SLAMF8
ENSG00000087157	PGS1
ENSG00000132693	CRP
ENSG00000185053	SGCZ
ENSG00000160791	CCR5
ENSG00000121807	CCR2
ENSG00000121570	DPPA4
ENSG00000174448	STARD6
ENSG00000183718	TRIM52
ENSG00000218891	ZNF579
ENSG00000198546	ZNF511
ENSG00000111961	SASH1
ENSG00000188340	OR6N2
ENSG00000160097	FNDC5
ENSG00000135541	AHI1
ENSG00000134121	CHL1
ENSG00000124614	RPS10
ENSG00000164466	SFXN1
ENSG00000184436	THAP7
ENSG00000119965	C10orf88
ENSG00000234280	C6orf10
ENSG00000159905	ZNF221
ENSG00000088448	ANKRD10
ENSG00000170791	CHCHD7
ENSG00000164363	SLC6A18
ENSG00000139880	CDH24
ENSG00000144339	TMEFF2
ENSG00000145996	CDKAL1
ENSG00000138670	RASGEF1B
ENSG00000164972	C9orf24
ENSG00000236561	MOG
ENSG00000092201	SUPT16H
ENSG00000231887	PRH1
ENSG00000168282	MGAT2
ENSG00000106927	AMBP
ENSG00000101460	MAP1LC3A
ENSG00000186912	P2RY4
ENSG00000100095	SEZ6L
ENSG00000281385	AP2A2
ENSG00000036565	SLC18A1
ENSG00000224859	ZNRD1
ENSG00000100767	PAPLN
ENSG00000274587	LILRB3
ENSG00000169895	SYAP1
ENSG00000198478	SH3BGRL2
ENSG00000164331	ANKRA2
ENSG00000273749	CYFIP1
ENSG00000262771	SSBP1
ENSG00000077514	POLD3
ENSG00000110619	CARS
ENSG00000086061	DNAJA1
ENSG00000011347	SYT7
ENSG00000282367	PTDSS2
ENSG00000099364	FBXL19
ENSG00000276336	SCARF1
ENSG00000274000	LILRA2
ENSG00000134324	LPIN1
ENSG00000170677	SOCS6
ENSG00000184166	OR1D2
ENSG00000197977	ELOVL2
ENSG00000140750	ARHGAP17
ENSG00000274947	KIR2DS4
ENSG00000167323	STIM1
ENSG00000109790	KLHL5
ENSG00000010244	ZNF207
ENSG00000078295	ADCY2
ENSG00000118514	ALDH8A1
ENSG00000091482	SMPX
ENSG00000173930	SLCO4C1
ENSG00000158270	COLEC12
ENSG00000198573	SPANXC
ENSG00000183305	MAGEA2B
ENSG00000203926	SPANXA2
ENSG00000146453	PNLDC1
ENSG00000198021	SPANXA1
ENSG00000226437	TRIM39
ENSG00000237900	ZBTB12
ENSG00000213096	ZNF254
ENSG00000274839	PRB4
ENSG00000117115	PADI2
ENSG00000214530	STARD10
ENSG00000039600	SOX30
ENSG00000070718	AP3M2
ENSG00000132872	SYT4
ENSG00000170162	VGLL2
ENSG00000196358	NTNG2
ENSG00000253117	OC90
ENSG00000135069	PSAT1
ENSG00000205359	SLCO6A1
ENSG00000108849	PPY
ENSG00000273822	MUC4
ENSG00000023734	STRAP
ENSG00000105851	PIK3CG
ENSG00000169169	CPT1C
ENSG00000137720	C11orf1
ENSG00000066230	SLC9A3
ENSG00000262217	SLC5A8
ENSG00000166396	SERPINB7
ENSG00000136950	ARPC5L
ENSG00000155833	CYLC2
ENSG00000178235	SLITRK1
ENSG00000281775	FTCD
ENSG00000144355	DLX1
ENSG00000198105	ZNF248
ENSG00000127526	SLC35E1
ENSG00000136935	GOLGA1
ENSG00000058600	POLR3E
ENSG00000232616	SKIV2L
ENSG00000276684	RDH13
ENSG00000136243	NUPL2
ENSG00000272670	DOC2B
ENSG00000085872	CHERP
ENSG00000213809	KLRK1
ENSG00000197008	ZNF138
ENSG00000197170	PSMD12
ENSG00000166833	NAV2
ENSG00000035499	DEPDC1B
ENSG00000081791	KIAA0141
ENSG00000262334	RPH3AL
ENSG00000135723	FHOD1
ENSG00000136720	HS6ST1
ENSG00000197279	ZNF165
ENSG00000281300	NXN
ENSG00000104863	LIN7B
ENSG00000160951	PTGER1
ENSG00000071626	DAZAP1
ENSG00000281486	SNTG2
ENSG00000173456	RNF26
ENSG00000275629	KIR3DL2
ENSG00000278501	TIMM22
ENSG00000110011	DNAJC4
ENSG00000167972	ABCA3
ENSG00000135740	SLC9A5
ENSG00000131100	ATP6V1E1
ENSG00000127920	GNG11
ENSG00000079101	CLUL1
ENSG00000104883	PEX11G
ENSG00000168298	HIST1H1E
ENSG00000183706	OR4N4
ENSG00000269058	CALR3
ENSG00000160161	CILP2
ENSG00000198816	ZNF358
ENSG00000143994	ABHD1
ENSG00000161980	POLR3K
ENSG00000277276	OTUB2
ENSG00000223953	C1QTNF5
ENSG00000235718	MFRP
ENSG00000088325	TPX2
ENSG00000125510	OPRL1
ENSG00000173545	ZNF622
ENSG00000100523	DDHD1
ENSG00000277157	HIST1H4D
ENSG00000277224	HIST1H2BF
ENSG00000158373	HIST1H2BD
ENSG00000196866	HIST1H2AD
ENSG00000077312	SNRPA
ENSG00000082126	MPP4
ENSG00000124786	SLC35B3
ENSG00000196208	GREB1
ENSG00000273761	DDX24
ENSG00000120053	GOT1
ENSG00000131096	PYY
ENSG00000228177	C6orf47
ENSG00000011451	WIZ
ENSG00000212899	KRTAP3-3
ENSG00000105829	BET1
ENSG00000165449	SLC16A9
ENSG00000205531	NAP1L4
ENSG00000124217	MOCS3
ENSG00000229300	C6orf48
ENSG00000261052	SULT1A3
ENSG00000125245	GPR18
ENSG00000155495	MAGEC1
ENSG00000142623	PADI1
ENSG00000072832	CRMP1
ENSG00000141756	FKBP10
ENSG00000120158	RCL1
ENSG00000258818	RNASE4
ENSG00000226127	BTNL2
ENSG00000046774	MAGEC2
ENSG00000105538	RASIP1
ENSG00000130822	PNCK
ENSG00000197563	PIGN
ENSG00000133106	EPSTI1
ENSG00000148604	RGR
ENSG00000273633	CDC42EP5
ENSG00000108960	MMD
ENSG00000145868	FBXO38
ENSG00000184564	SLITRK6
ENSG00000142619	PADI3
ENSG00000124785	NRN1
ENSG00000212900	KRTAP3-2
ENSG00000212901	KRTAP3-1
ENSG00000158865	SLC5A11
ENSG00000221852	KRTAP1-5
ENSG00000221880	KRTAP1-3
ENSG00000181104	F2R
ENSG00000277926	NEU4
ENSG00000164220	F2RL2
ENSG00000119707	RBM25
ENSG00000164465	DCBLD1
ENSG00000072415	MPP5
ENSG00000149489	ROM1
ENSG00000157542	KCNJ6
ENSG00000158042	MRPL17
ENSG00000165115	KIF27
ENSG00000169239	CA5B
ENSG00000188581	KRTAP1-1
ENSG00000167550	RHEBL1
ENSG00000148331	ASB6
ENSG00000152127	MGAT5
ENSG00000154263	ABCA10
ENSG00000148225	WDR31
ENSG00000152217	SETBP1
ENSG00000100156	SLC16A8
ENSG00000233192	HLA-DQA2
ENSG00000213401	MAGEA12
ENSG00000275368	TCTE3
ENSG00000276126	GAL3ST2
ENSG00000165995	CACNB2
ENSG00000213417	KRTAP2-4
ENSG00000240871	KRTAP4-7
ENSG00000159339	PADI4
ENSG00000212722	KRTAP4-9
ENSG00000102891	MT4
ENSG00000151322	NPAS3
ENSG00000240433	LY6G5B
ENSG00000085760	MTIF2
ENSG00000168237	GLYCTK
ENSG00000230675	HLA-DQB2
ENSG00000213416	KRTAP4-12
ENSG00000161653	NAGS
ENSG00000148704	VAX1
ENSG00000134001	EIF2S1
ENSG00000128654	MTX2
ENSG00000169413	RNASE6
ENSG00000137076	TLN1
ENSG00000154265	ABCA5
ENSG00000115268	RPS15
ENSG00000172590	MRPL52
ENSG00000155858	LSM11
ENSG00000172927	MYEOV
ENSG00000101146	RAE1
ENSG00000198271	KRTAP4-5
ENSG00000171396	KRTAP4-4
ENSG00000165118	C9orf64
ENSG00000132164	SLC6A11
ENSG00000183784	C9orf66
ENSG00000070610	GBA2
ENSG00000108176	DNAJC12
ENSG00000130368	MAS1
ENSG00000153976	HS3ST3A1
ENSG00000101417	PXMP4
ENSG00000065000	AP3D1
ENSG00000048544	MRPS10
ENSG00000280807	TUBGCP5
ENSG00000146426	TIAM2
ENSG00000198039	ZNF273
ENSG00000069812	HES2
ENSG00000138434	SSFA2
ENSG00000170425	ADORA2B
ENSG00000135355	GJA10
ENSG00000015520	NPC1L1
ENSG00000159387	IRX6
ENSG00000105186	ANKRD27
ENSG00000105856	HBP1
ENSG00000107186	MPDZ
ENSG00000162572	SCNN1D
ENSG00000236697	GPSM3
ENSG00000197172	MAGEA6
ENSG00000184933	OR6A2
ENSG00000268606	MAGEA2
ENSG00000242550	SERPINB10
ENSG00000145730	PAM
ENSG00000107099	DOCK8
ENSG00000243566	UPK3B
ENSG00000233641	C6orf136
ENSG00000164181	ELOVL7
ENSG00000164597	COG5
ENSG00000129538	RNASE1
ENSG00000112701	SENP6
ENSG00000175395	ZNF25
ENSG00000205038	PKHD1L1
ENSG00000198502	HLA-DRB5
ENSG00000155287	SLC25A28
ENSG00000141179	PCTP
ENSG00000165300	SLITRK5
ENSG00000187017	ESPN
ENSG00000205542	TMSB4X
ENSG00000179542	SLITRK4
ENSG00000185669	SNAI3
ENSG00000149054	ZNF215
ENSG00000175646	PRM1
ENSG00000122304	PRM2
ENSG00000131061	ZNF341
ENSG00000119411	BSPRY
ENSG00000172209	GPR22
ENSG00000163013	FBXO41
ENSG00000104886	PLEKHJ1
ENSG00000244537	KRTAP4-2
ENSG00000149050	ZNF214
ENSG00000169397	RNASE3
ENSG00000178279	TNP2
ENSG00000173250	GPR151
ENSG00000178257	PRM3
ENSG00000109920	FNBP4
ENSG00000166363	OR10A5
ENSG00000004846	ABCB5
ENSG00000170782	OR10A4
ENSG00000186652	PRG2
ENSG00000130449	ZSWIM6
ENSG00000113643	RARS
ENSG00000172554	SNTG2
ENSG00000106976	DNM1
ENSG00000119559	C19orf25
ENSG00000161714	PLCD3
ENSG00000105357	MYH14
ENSG00000075407	ZNF37A
ENSG00000144452	ABCA12
ENSG00000127951	FGL2
ENSG00000006659	LGALS14
ENSG00000205869	KRTAP5-1
ENSG00000128266	GNAZ
ENSG00000132429	POPDC3
ENSG00000278442	KIR3DL2
ENSG00000183751	TBL3
ENSG00000105675	ATP4A
ENSG00000157613	CREB3L1
ENSG00000165863	C10orf82
ENSG00000187630	DHRS4L2
ENSG00000228907	RNF5
ENSG00000064687	ABCA7
ENSG00000149212	SESN3
ENSG00000198739	LRRTM3
ENSG00000177508	IRX3
ENSG00000165861	ZFYVE1
ENSG00000184939	ZFP90
ENSG00000135297	MTO1
ENSG00000197070	ARRDC1
ENSG00000165868	HSPA12A
ENSG00000183605	SFXN4
ENSG00000173612	GPRC6A
ENSG00000172938	MRGPRD
ENSG00000232632	GABBR1
ENSG00000164935	DCSTAMP
ENSG00000274641	HIST1H2BO
ENSG00000108924	HLF
ENSG00000172935	MRGPRF
ENSG00000168131	OR2B2
ENSG00000124657	OR2B6
ENSG00000115226	FNDC4
ENSG00000102383	ZDHHC15
ENSG00000132975	GPR12
ENSG00000126822	PLEKHG3
ENSG00000101074	R3HDML
ENSG00000140090	SLC24A4
ENSG00000137857	DUOX1
ENSG00000197208	SLC22A4
ENSG00000255552	LY6G6E
ENSG00000000005	TNMD
ENSG00000135622	SEMA4F
ENSG00000168066	SF1
ENSG00000216937	CCDC7
ENSG00000157240	FZD1
ENSG00000280969	RPS4Y2
ENSG00000142511	GPR32
ENSG00000136114	THSD1
ENSG00000159111	MRPL10
ENSG00000277753	MUC20
ENSG00000226882	GNL1
ENSG00000131467	PSME3
ENSG00000173114	LRRN3
ENSG00000079841	RIMS1
ENSG00000174327	SLC16A13
ENSG00000133466	C1QTNF6
ENSG00000113073	SLC4A9
ENSG00000282318	DLGAP2
ENSG00000148832	PAOX
ENSG00000188629	ZNF177
ENSG00000105321	CCDC9
ENSG00000049769	PPP1R3F
ENSG00000242028	HYPK
ENSG00000186967	KRTAP19-4
ENSG00000196268	ZNF493
ENSG00000221826	PSG3
ENSG00000176893	OR51G2
ENSG00000163823	CCR1
ENSG00000144278	GALNT13
ENSG00000183625	CCR3
ENSG00000121957	GPSM2
ENSG00000146197	SCUBE3
ENSG00000166860	ZBTB39
ENSG00000213901	SLC23A3
ENSG00000177556	ATOX1
ENSG00000147896	IFNK
ENSG00000132466	ANKRD17
ENSG00000132965	ALOX5AP
ENSG00000197785	ATAD3A
ENSG00000165655	ZNF503
ENSG00000008405	CRY1
ENSG00000243480	AMY2A
ENSG00000158748	HTR6
ENSG00000101343	CRNKL1
ENSG00000163702	IL17RC
ENSG00000025796	SEC63
ENSG00000085265	FCN1
ENSG00000187151	ANGPTL5
ENSG00000166188	ZNF319
ENSG00000066248	NGEF
ENSG00000206285	B3GALT4
ENSG00000135709	KIAA0513
ENSG00000109272	PF4V1
ENSG00000004399	PLXND1
ENSG00000178201	VN1R1
ENSG00000184517	ZFP1
ENSG00000229202	PRR3
ENSG00000134815	DHX34
ENSG00000186335	SLC36A2
ENSG00000152518	ZFP36L2
ENSG00000162104	ADCY9
ENSG00000225635	DDAH2
ENSG00000113369	ARRDC3
ENSG00000167977	KCTD5
ENSG00000221978	CCNL2
ENSG00000275832	ARHGAP23
ENSG00000205777	GAGE1
ENSG00000187531	SIRT7
ENSG00000186496	ZNF396
ENSG00000275626	KIR3DL2
ENSG00000111885	MAN1A1
ENSG00000231924	PSG1
ENSG00000133134	BEX2
ENSG00000163012	ZSWIM2
ENSG00000129467	ADCY4
ENSG00000090266	NDUFB2
ENSG00000197629	MPEG1
ENSG00000104888	SLC17A7
ENSG00000141424	SLC39A6
ENSG00000138308	PLA2G12B
ENSG00000102781	KATNAL1
ENSG00000158850	B4GALT3
ENSG00000091164	TXNL1
ENSG00000126903	SLC10A3
ENSG00000127530	OR7C1
ENSG00000068654	POLR1A
ENSG00000113356	POLR3G
ENSG00000100027	YPEL1
ENSG00000188321	ZNF559
ENSG00000111291	GPRC5D
ENSG00000171222	SCAND1
ENSG00000240857	RDH14
ENSG00000185670	ZBTB3
ENSG00000187037	GPR141
ENSG00000186965	KRTAP19-2
ENSG00000151468	CCDC3
ENSG00000186980	KRTAP23-1
ENSG00000174255	ZNF80
ENSG00000181371	OR5M8
ENSG00000159307	SCUBE1
ENSG00000160961	ZNF333
ENSG00000092068	SLC7A8
ENSG00000122386	ZNF205
ENSG00000130300	PLVAP
ENSG00000099795	NDUFB7
ENSG00000003147	ICA1
ENSG00000278046	LILRA3
ENSG00000089356	FXYD3
ENSG00000273508	OR2T1
ENSG00000196821	C6orf106
ENSG00000129455	KLK8
ENSG00000143314	MRPL24
ENSG00000205029	OR5D16
ENSG00000276726	DNAJA3
ENSG00000198488	B3GNT6
ENSG00000156697	UTP14A
ENSG00000134375	TIMM17A
ENSG00000163743	RCHY1
ENSG00000198700	IPO9
ENSG00000149654	CDH22
ENSG00000139540	SLC39A5
ENSG00000198169	ZNF251
ENSG00000164889	SLC4A2
ENSG00000144455	SUMF1
ENSG00000172289	OR10V1
ENSG00000187778	MCRS1
ENSG00000070882	OSBPL3
ENSG00000175544	CABP4
ENSG00000176407	KCMF1
ENSG00000188611	ASAH2
ENSG00000135472	FAIM2
ENSG00000121904	CSMD2
ENSG00000121578	B4GALT4
ENSG00000106689	LHX2
ENSG00000100216	TOMM22
ENSG00000176040	TMPRSS7
ENSG00000205572	SERF1B
ENSG00000122136	OBP2A
ENSG00000143353	LYPLAL1
ENSG00000164411	GJB7
ENSG00000234809	NRM
ENSG00000177839	PCDHB9
ENSG00000273498	KIR2DL4
ENSG00000164821	DEFA4
ENSG00000072682	P4HA2
ENSG00000111305	GSG1
ENSG00000185385	OR7A17
ENSG00000143222	UFC1
ENSG00000277365	NDUFA6
ENSG00000126261	UBA2
ENSG00000213218	CSH2
ENSG00000203772	SPRN
ENSG00000168830	HTR1E
ENSG00000130475	FCHO1
ENSG00000179409	GEMIN4
ENSG00000141965	FEM1A
ENSG00000164893	SLC7A13
ENSG00000132259	CNGA4
ENSG00000128228	SDF2L1
ENSG00000185482	STAC3
ENSG00000149792	MRPL49
ENSG00000118733	OLFM3
ENSG00000198788	MUC2
ENSG00000145861	C1QTNF2
ENSG00000142182	DNMT3L
ENSG00000106803	SEC61B
ENSG00000124467	PSG8
ENSG00000213390	ARHGAP19
ENSG00000197951	ZNF71
ENSG00000221840	OR4A5
ENSG00000087495	PHACTR3
ENSG00000138311	ZNF365
ENSG00000284662	OR4F16
ENSG00000278053	DDX52
ENSG00000166326	TRIM44
ENSG00000242726	RPP21
ENSG00000143952	VPS54
ENSG00000196867	ZFP28
ENSG00000101938	CHRDL1
ENSG00000213859	KCTD11
ENSG00000156374	PCGF6
ENSG00000160326	SLC2A6
ENSG00000132010	ZNF20
ENSG00000082196	C1QTNF3
ENSG00000095917	TPSD1
ENSG00000105251	SHD
ENSG00000139117	CPNE8
ENSG00000129354	AP1M2
ENSG00000204257	HLA-DMA
ENSG00000157851	DPYSL5
ENSG00000274131	CEACAM4
ENSG00000112486	CCR6
ENSG00000134551	PRH2
ENSG00000159714	ZDHHC1
ENSG00000213853	EMP2
ENSG00000011376	LARS2
ENSG00000086589	RBM22
ENSG00000165583	SSX5
ENSG00000150779	TIMM8B
ENSG00000151651	ADAM8
ENSG00000164532	TBX20
ENSG00000183878	UTY
ENSG00000100578	KIAA0586
ENSG00000186526	CYP4F8
ENSG00000184185	KCNJ12
ENSG00000126016	AMOT
ENSG00000182508	LHFPL1
ENSG00000164651	SP8
ENSG00000205809	KLRC2
ENSG00000197540	GZMM
ENSG00000163810	TGM4
ENSG00000273802	HIST1H2BG
ENSG00000108179	PPIF
ENSG00000233141	MAS1L
ENSG00000173338	KCNK7
ENSG00000124116	WFDC3
ENSG00000004139	SARM1
